NetC;;;Brindisi;;;;
Stat;;;Via Cappuccini;;;;
Parm;SO2;NO2;NOX;CO;PM10;;
;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;;
;;;;;;;
;;;;;;;
29/03/2020 23:00;2,21;13,79;17,40;0,56;;;
30/03/2020 00:00;2,01;10,43;12,14;0,62;101,69;;
30/03/2020 01:00;1,93;16,06;18,25;0,63;;;
30/03/2020 02:00;2,00;;;0,57;90,44;;
30/03/2020 03:00;2,10;12,20;14,22;;;;
30/03/2020 04:00;;12,72;15,09;0,59;70,40;;
30/03/2020 05:00;2,17;14,82;23,98;0,61;;;
30/03/2020 06:00;2,26;28,08;55,32;0,62;71,87;;
30/03/2020 07:00;2,76;41,42;102,91;0,70;;;
30/03/2020 08:00;2,10;33,65;55,56;0,59;68,69;;
30/03/2020 09:00;2,11;13,96;21,97;0,47;;;
30/03/2020 10:00;2,02;10,03;14,74;0,46;82,62;;
30/03/2020 11:00;2,13;7,53;11,38;0,45;;;
30/03/2020 12:00;2,23;6,57;9,86;0,45;70,89;;
30/03/2020 13:00;2,12;5,45;8,22;0,45;;;
30/03/2020 14:00;2,11;5,65;8,05;0,44;75,78;;
30/03/2020 15:00;2,22;5,76;7,89;0,44;;;
30/03/2020 16:00;2,09;5,40;7,54;0,43;88,00;;
30/03/2020 17:00;1,93;5,26;7,13;0,43;;;
30/03/2020 18:00;2,32;7,70;9,83;0,43;91,42;;
30/03/2020 19:00;1,96;12,80;15,47;0,45;;;
30/03/2020 20:00;2,23;13,23;15,80;0,44;87,51;;
30/03/2020 21:00;2,13;16,22;19,36;0,46;;;
30/03/2020 22:00;2,16;12,47;15,56;0,46;100,71;;
30/03/2020 23:00;2,22;5,57;6,73;0,44;;;
31/03/2020 00:00;2,15;5,90;7,04;0,44;94,60;;
31/03/2020 01:00;2,10;5,11;6,27;0,43;;;
31/03/2020 02:00;2,08;5,47;6,64;0,46;87,51;;
31/03/2020 03:00;2,03;5,91;6,95;0,43;;;
31/03/2020 04:00;1,96;5,17;6,22;0,42;79,69;;
31/03/2020 05:00;1,86;9,15;11,99;0,45;;;
31/03/2020 06:00;2,20;13,08;17,96;0,44;77,00;;
31/03/2020 07:00;2,08;15,50;21,80;0,44;;;
31/03/2020 08:00;2,07;15,72;22,25;0,44;67,71;;
31/03/2020 09:00;2,04;9,82;15,58;0,45;;;
31/03/2020 10:00;2,17;9,07;13,30;0,46;71,13;;
31/03/2020 11:00;2,03;8,50;12,87;0,46;;;
31/03/2020 12:00;2,20;7,51;11,76;0,45;56,22;;
31/03/2020 13:00;2,07;6,43;9,70;0,44;;;
31/03/2020 14:00;2,23;5,94;8,63;0,42;46,69;;
31/03/2020 15:00;2,06;5,71;8,29;0,43;;;
31/03/2020 16:00;2,17;5,35;7,43;0,42;37,15;;
31/03/2020 17:00;2,04;5,37;7,31;0,41;;;
31/03/2020 18:00;1,96;6,64;9,23;0,40;34,47;;
31/03/2020 19:00;1,77;7,38;9,56;0,38;;;
31/03/2020 20:00;2,12;5,80;7,56;0,37;30,07;;
31/03/2020 21:00;2,03;6,27;8,11;0,37;;;
31/03/2020 22:00;1,85;4,36;5,97;0,36;21,76;;
31/03/2020 23:00;1,97;3,71;4,97;0,36;;;
04/01/20 00:00;2,05;2,96;4,10;0,36;14,91;;
04/01/20 01:00;2,02;2,58;3,60;0,36;;;
04/01/20 02:00;2,07;;;0,36;18,82;;
04/01/20 03:00;2,18;3,32;4,30;;;;
04/01/20 04:00;;3,33;4,38;0,35;12,96;;
04/01/20 05:00;2,08;4,70;6,98;0,37;;;
04/01/20 06:00;2,34;7,94;12,19;0,39;8,31;;
04/01/20 07:00;2,34;10,78;17,66;0,40;;;
04/01/20 08:00;2,20;12,21;19,67;0,42;5,62;;
04/01/20 09:00;2,21;16,96;28,78;0,48;;;
04/01/20 10:00;2,24;13,37;23,78;0,44;9,78;;
04/01/20 11:00;2,01;8,82;14,89;0,40;;;
04/01/20 12:00;2,06;6,63;10,69;0,39;6,60;;
04/01/20 13:00;2,01;7,42;12,02;0,37;;;
04/01/20 14:00;2,04;5,05;7,57;0,37;4,16;;
04/01/20 15:00;1,85;3,64;5,28;0,38;;;
04/01/20 16:00;2,07;4,05;5,99;0,38;3,91;;
04/01/20 17:00;2,03;4,88;6,93;0,37;;;
04/01/20 18:00;2,07;5,42;7,18;0,36;8,80;;
04/01/20 19:00;1,93;6,44;8,83;0,38;;;
04/01/20 20:00;2,18;6,84;9,33;0,37;7,58;;
04/01/20 21:00;2,04;9,74;13,54;0,43;;;
04/01/20 22:00;2,04;6,88;9,18;0,43;9,53;;
04/01/20 23:00;1,98;3,54;4,71;0,37;;;
04/02/20 00:00;2,01;3,75;4,79;0,38;10,76;;
04/02/20 01:00;1,87;4,02;4,93;0,38;;;
04/02/20 02:00;2,06;3,81;4,85;0,39;18,58;;
04/02/20 03:00;1,96;4,40;5,43;0,40;;;
04/02/20 04:00;1,75;3,99;4,99;0,41;15,40;;
04/02/20 05:00;1,84;10,28;13,26;0,39;;;
04/02/20 06:00;2,06;14,63;20,08;0,41;12,71;;
04/02/20 07:00;2,00;22,71;33,40;0,42;;;
04/02/20 08:00;1,93;15,21;23,33;0,42;10,76;;
04/02/20 09:00;1,98;11,50;18,61;0,40;;;
04/02/20 10:00;2,19;7,80;13,83;0,39;15,64;;
04/02/20 11:00;2,24;11,05;17,60;0,39;;;
04/02/20 12:00;2,19;6,59;9,90;0,38;12,71;;
04/02/20 13:00;1,98;5,93;8,94;0,38;;;
04/02/20 14:00;2,08;5,55;7,93;0,38;8,31;;
04/02/20 15:00;2,09;4,47;6,00;0,38;;;
04/02/20 16:00;1,92;5,37;7,83;0,38;8,80;;
04/02/20 17:00;1,95;5,35;7,14;0,38;;;
04/02/20 18:00;1,95;5,12;6,66;0,39;8,80;;
04/02/20 19:00;1,87;8,54;10,48;0,42;;;
04/02/20 20:00;1,97;18,21;21,41;0,45;11,98;;
04/02/20 21:00;2,13;35,14;42,76;0,52;;;
04/02/20 22:00;1,98;29,47;33,24;0,51;20,78;;
04/02/20 23:00;2,07;16,65;19,38;0,47;;;
04/03/20 00:00;1,96;17,77;21,06;0,58;26,64;;
04/03/20 01:00;2,01;15,87;17,81;0,65;;;
04/03/20 02:00;2,00;;;0,65;22,73;;
04/03/20 03:00;2,00;15,55;18,08;;;;
04/03/20 04:00;;11,34;13,09;0,61;22,49;;
04/03/20 05:00;2,27;20,40;31,58;0,65;;;
04/03/20 06:00;2,95;32,29;54,52;0,63;24,93;;
04/03/20 07:00;2,91;37,19;79,66;0,68;;;
04/03/20 08:00;2,59;33,60;62,55;0,64;32,27;;
04/03/20 09:00;2,51;21,14;37,25;0,56;;;
04/03/20 10:00;2,27;10,84;16,13;0,43;28,35;;
04/03/20 11:00;2,33;9,96;14,18;0,43;;;
04/03/20 12:00;2,25;11,70;17,01;0,43;21,76;;
04/03/20 13:00;2,20;13,23;18,53;0,45;;;
04/03/20 14:00;2,24;8,10;11,00;0,42;12,71;;
04/03/20 15:00;2,09;6,97;9,25;0,41;;;
04/03/20 16:00;2,16;5,96;8,88;0,41;15,89;;
04/03/20 17:00;2,12;12,72;16,49;0,43;;;
04/03/20 18:00;2,07;28,91;35,02;0,56;9,78;;
04/03/20 19:00;2,17;36,28;43,92;0,63;;;
04/03/20 20:00;2,07;22,81;26,21;0,55;10,02;;
04/03/20 21:00;2,23;6,51;8,39;0,44;;;
04/03/20 22:00;2,23;4,53;5,86;0,41;13,93;;
04/03/20 23:00;2,08;3,95;5,24;0,40;;;
04/04/20 00:00;2,13;3,18;4,35;0,39;14,42;;
04/04/20 01:00;1,88;3,10;4,17;0,38;;;
04/04/20 02:00;2,12;3,11;4,16;0,39;10,02;;
04/04/20 03:00;2,19;3,19;4,27;0,39;;;
04/04/20 04:00;2,17;3,63;4,74;0,40;15,16;;
04/04/20 05:00;2,06;4,27;5,99;0,40;;;
04/04/20 06:00;2,15;5,58;7,38;0,41;9,04;;
04/04/20 07:00;2,06;6,84;9,67;0,42;;;
04/04/20 08:00;2,04;7,25;10,23;0,42;8,31;;
04/04/20 09:00;2,35;7,71;12,11;0,45;;;
04/04/20 10:00;2,09;7,60;10,82;0,46;16,38;;
04/04/20 11:00;2,23;4,39;6,65;0,45;;;
04/04/20 12:00;2,36;5,41;7,52;0,46;23,71;;
04/04/20 13:00;2,36;5,75;7,78;0,46;;;
04/04/20 14:00;2,55;5,62;7,21;0,47;13,93;;
04/04/20 15:00;2,60;5,22;6,88;0,46;;;
04/04/20 16:00;2,40;5,65;7,36;0,46;17,11;;
04/04/20 17:00;2,26;5,75;7,64;0,45;;;
04/04/20 18:00;2,10;5,14;6,53;0,44;20,53;;
04/04/20 19:00;2,20;5,98;7,59;0,45;;;
04/04/20 20:00;2,19;5,80;7,12;0,45;21,76;;
04/04/20 21:00;2,19;4,55;5,73;0,46;;;
04/04/20 22:00;2,37;5,03;6,35;0,46;24,44;;
04/04/20 23:00;2,38;4,20;5,24;0,45;;;
04/05/20 00:00;2,22;3,97;5,00;0,44;24,44;;
04/05/20 01:00;1,99;3,27;4,25;0,43;;;
04/05/20 02:00;2,09;;;0,42;21,51;;
04/05/20 03:00;2,14;3,21;4,17;;;;
04/05/20 04:00;;2,92;3,96;0,42;23,96;;
04/05/20 05:00;2,04;3,77;4,96;0,43;;;
04/05/20 06:00;2,26;4,26;5,64;0,43;12,71;;
04/05/20 07:00;2,50;3,78;5,10;0,43;;;
04/05/20 08:00;2,23;4,57;6,20;0,44;19,07;;
04/05/20 09:00;2,26;4,10;5,64;0,43;;;
04/05/20 10:00;2,20;4,82;6,68;0,45;30,31;;
04/05/20 11:00;2,14;4,91;6,90;0,46;;;
04/05/20 12:00;2,39;5,23;7,25;0,46;20,04;;
04/05/20 13:00;2,13;4,15;5,85;0,45;;;
04/05/20 14:00;2,18;4,05;5,43;0,45;17,11;;
04/05/20 15:00;2,11;4,54;6,26;0,46;;;
04/05/20 16:00;2,26;4,67;6,16;0,47;22,00;;
04/05/20 17:00;2,25;5,99;7,56;0,46;;;
04/05/20 18:00;2,07;6,72;8,42;0,48;26,40;;
04/05/20 19:00;2,14;7,93;9,35;0,48;;;
04/05/20 20:00;2,24;16,94;18,86;0,48;29,82;;
04/05/20 21:00;2,21;14,23;15,69;0,46;;;
04/05/20 22:00;1,88;12,55;13,91;0,46;26,16;;
04/05/20 23:00;2,21;4,98;6,55;0,45;;;
04/06/20 00:00;2,14;9,95;11,19;0,44;25,18;;
04/06/20 01:00;1,98;9,68;10,72;0,44;;;
04/06/20 02:00;2,03;11,32;12,42;0,45;27,87;;
04/06/20 03:00;2,24;10,83;11,88;0,44;;;
04/06/20 04:00;2,01;8,01;9,16;0,45;17,84;;
04/06/20 05:00;2,17;14,70;17,21;0,46;;;
04/06/20 06:00;2,39;27,06;32,35;0,46;21,27;;
04/06/20 07:00;2,29;33,12;41,49;0,53;;;
04/06/20 08:00;2,15;24,12;30,63;0,52;17,84;;
04/06/20 09:00;2,30;15,91;22,42;0,48;;;
04/06/20 10:00;2,43;19,73;27,89;0,48;18,82;;
04/06/20 11:00;2,27;17,24;24,10;0,47;;;
04/06/20 12:00;2,35;22,65;32,57;0,47;15,40;;
04/06/20 13:00;2,43;9,49;13,17;0,45;;;
04/06/20 14:00;2,27;5,09;7,22;0,45;11,98;;
04/06/20 15:00;2,21;6,86;9,26;0,45;;;
04/06/20 16:00;2,09;6,49;8,59;0,44;12,96;;
04/06/20 17:00;2,28;7,07;9,12;0,44;;;
04/06/20 18:00;2,21;8,91;11,07;0,45;23,71;;
04/06/20 19:00;2,12;11,07;12,78;0,49;;;
04/06/20 20:00;2,11;12,55;15,04;0,46;28,11;;
04/06/20 21:00;2,24;8,75;10,60;0,45;;;
04/06/20 22:00;2,26;8,10;9,81;0,45;29,82;;
04/06/20 23:00;2,01;6,49;7,91;0,46;;;
04/07/20 00:00;2,28;5,60;6,77;0,45;29,33;;
04/07/20 01:00;2,20;5,69;6,88;0,44;;;
04/07/20 02:00;2,11;;;0,44;25,42;;
04/07/20 03:00;2,25;7,12;8,29;;;;
04/07/20 04:00;;7,08;8,56;0,45;24,93;;
04/07/20 05:00;2,18;14,35;17,87;0,44;;;
04/07/20 06:00;2,20;27,39;32,62;0,44;22,49;;
04/07/20 07:00;2,16;15,27;22,04;0,45;;;
04/07/20 08:00;2,29;11,18;15,37;0,44;19,80;;
04/07/20 09:00;2,31;11,90;17,04;0,43;;;
04/07/20 10:00;2,49;19,71;28,45;0,42;27,13;;
04/07/20 11:00;2,11;16,77;23,67;0,44;;;
04/07/20 12:00;2,44;9,33;13,22;0,42;25,42;;
04/07/20 13:00;2,36;6,62;9,62;0,41;;;
04/07/20 14:00;2,27;6,09;8,46;0,39;24,69;;
04/07/20 15:00;2,14;3,20;4,84;0,39;;;
04/07/20 16:00;2,06;6,33;8,87;0,42;23,47;;
04/07/20 17:00;2,24;5,81;7,81;0,46;;;
04/07/20 18:00;2,23;7,39;10,12;0,49;23,22;;
04/07/20 19:00;2,25;7,67;9,64;0,50;;;
04/07/20 20:00;2,24;8,85;10,82;0,49;23,71;;
04/07/20 21:00;2,26;8,31;10,22;0,48;;;
04/07/20 22:00;2,29;8,02;9,76;0,50;29,33;;
04/07/20 23:00;2,33;7,51;8,84;0,50;;;
04/08/20 00:00;2,20;6,66;7,94;0,49;29,09;;
04/08/20 01:00;2,09;5,30;6,54;0,47;;;
04/08/20 02:00;2,31;5,79;7,02;0,47;30,80;;
04/08/20 03:00;2,18;6,25;7,40;0,46;;;
04/08/20 04:00;2,17;6,26;7,64;0,45;30,07;;
04/08/20 05:00;2,21;12,85;15,02;0,46;;;
04/08/20 06:00;2,25;21,77;25,77;0,47;26,64;;
04/08/20 07:00;2,31;22,43;30,02;0,50;;;
04/08/20 08:00;2,36;12,46;18,76;0,48;28,84;;
04/08/20 09:00;2,31;8,63;13,68;0,46;;;
04/08/20 10:00;2,38;7,87;11,97;0,42;22,00;;
04/08/20 11:00;2,30;6,95;12,22;0,41;;;
04/08/20 12:00;2,50;5,91;8,46;0,40;13,20;;
04/08/20 13:00;2,49;5,90;8,38;0,38;;;
04/08/20 14:00;2,32;3,86;5,63;0,37;14,18;;
04/08/20 15:00;2,46;4,00;5,40;0,36;;;
04/08/20 16:00;2,24;6,86;9,20;0,37;11,98;;
04/08/20 17:00;2,30;6,13;8,12;0,38;;;
04/08/20 18:00;2,14;8,60;10,89;0,40;7,82;;
04/08/20 19:00;2,01;13,32;16,09;0,42;;;
04/08/20 20:00;2,15;13,37;15,54;0,42;9,53;;
04/08/20 21:00;2,14;14,03;16,50;0,43;;;
04/08/20 22:00;2,20;11,81;13,91;0,43;13,93;;
04/08/20 23:00;2,16;8,36;10,13;0,42;;;
04/09/20 00:00;2,20;8,76;10,03;0,45;19,80;;
04/09/20 01:00;1,94;8,56;9,81;0,45;;;
04/09/20 02:00;2,18;;;0,39;18,33;;
04/09/20 03:00;2,01;7,34;8,57;;;;
04/09/20 04:00;;5,98;7,34;0,41;18,58;;
04/09/20 05:00;2,13;9,83;12,62;0,43;;;
04/09/20 06:00;2,13;13,78;17,13;0,44;29,82;;
04/09/20 07:00;2,27;13,16;17,11;0,47;;;
04/09/20 08:00;2,18;10,94;15,74;0,47;21,51;;
04/09/20 09:00;2,35;9,90;13,90;0,47;;;
04/09/20 10:00;2,45;9,67;14,09;0,49;19,80;;
04/09/20 11:00;2,37;9,14;13,24;0,49;;;
04/09/20 12:00;2,37;7,34;10,85;0,49;23,22;;
04/09/20 13:00;2,35;6,74;9,49;0,49;;;
04/09/20 14:00;2,26;6,23;8,30;0,48;22,98;;
04/09/20 15:00;2,33;5,93;7,87;0,46;;;
04/09/20 16:00;2,31;6,01;7,76;0,46;27,62;;
04/09/20 17:00;2,26;7,67;10,09;0,47;;;
04/09/20 18:00;2,33;7,76;10,41;0,48;26,16;;
04/09/20 19:00;2,26;10,31;12,93;0,47;;;
04/09/20 20:00;2,27;12,53;14,81;0,47;25,18;;
04/09/20 21:00;2,15;10,43;12,60;0,39;;;
04/09/20 22:00;2,42;8,72;10,13;0,41;24,44;;
04/09/20 23:00;2,25;6,10;7,70;0,39;;;
04/10/20 00:00;2,09;6,67;7,85;0,40;22,73;;
04/10/20 01:00;2,23;10,53;11,97;0,42;;;
04/10/20 02:00;2,08;7,36;8,66;0,42;18,82;;
04/10/20 03:00;2,23;14,34;16,14;0,41;;;
04/10/20 04:00;2,17;9,25;10,80;0,41;22,00;;
04/10/20 05:00;2,21;20,03;25,91;0,44;;;
04/10/20 06:00;2,27;34,42;49,95;0,47;22,24;;
04/10/20 07:00;2,51;54,18;81,35;0,57;;;
04/10/20 08:00;2,22;14,37;19,67;0,46;20,53;;
04/10/20 09:00;2,51;13,18;19,71;0,47;;;
04/10/20 10:00;2,36;11,96;15,96;0,45;25,42;;
04/10/20 11:00;2,35;11,23;18,99;0,44;;;
04/10/20 12:00;2,40;8,78;11,78;0,45;23,71;;
04/10/20 13:00;2,26;7,51;10,33;0,45;;;
04/10/20 14:00;2,27;7,40;9,87;0,46;26,16;;
04/10/20 15:00;2,17;7,38;9,89;0,47;;;
04/10/20 16:00;2,04;8,56;11,18;0,47;18,09;;
04/10/20 17:00;2,25;10,63;13,83;0,49;;;
04/10/20 18:00;2,38;8,67;11,03;0,48;27,62;;
04/10/20 19:00;2,34;9,80;12,18;0,47;;;
04/10/20 20:00;2,19;9,90;12,01;0,46;26,40;;
04/10/20 21:00;2,47;10,79;13,08;0,46;;;
04/10/20 22:00;2,31;8,85;10,68;0,45;30,55;;
04/10/20 23:00;2,18;8,77;10,63;0,43;;;
04/11/20 00:00;2,20;8,43;10,11;0,42;33,24;;
04/11/20 01:00;2,32;7,45;9,35;0,40;;;
04/11/20 02:00;2,23;;;0,42;30,31;;
04/11/20 03:00;2,12;9,46;11,34;;;;
04/11/20 04:00;;16,21;18,49;0,46;24,20;;
04/11/20 05:00;2,26;35,31;41,38;0,47;;;
04/11/20 06:00;2,24;39,83;49,47;0,48;20,29;;
04/11/20 07:00;2,26;37,52;49,10;0,51;;;
04/11/20 08:00;2,06;11,73;16,21;0,43;28,35;;
04/11/20 09:00;2,29;8,91;12,88;0,42;;;
04/11/20 10:00;2,20;7,89;11,00;0,44;18,82;;
04/11/20 11:00;2,30;8,78;12,28;0,46;;;
04/11/20 12:00;2,25;8,19;11,51;0,46;23,71;;
04/11/20 13:00;2,13;7,67;9,96;0,47;;;
04/11/20 14:00;2,24;7,16;9,93;0,47;23,22;;
04/11/20 15:00;2,25;6,11;8,16;0,48;;;
04/11/20 16:00;2,28;5,28;6,91;0,48;24,93;;
04/11/20 17:00;2,47;6,16;7,90;0,48;;;
04/11/20 18:00;2,26;6,81;8,85;0,50;20,04;;
04/11/20 19:00;2,17;8,61;10,53;0,50;;;
04/11/20 20:00;2,14;9,41;11,27;0,51;30,80;;
04/11/20 21:00;2,22;13,01;15,00;0,51;;;
04/11/20 22:00;2,24;13,18;15,34;0,51;34,95;;
04/11/20 23:00;2,40;8,60;10,56;0,56;;;
04/12/20 00:00;2,36;9,79;11,57;0,54;29,82;;
04/12/20 01:00;2,11;6,82;8,22;0,56;;;
04/12/20 02:00;2,27;5,65;7,04;0,58;26,64;;
04/12/20 03:00;2,33;6,37;7,76;0,60;;;
04/12/20 04:00;2,20;7,13;8,58;0,58;32,75;;
04/12/20 05:00;2,30;11,68;15,13;0,55;;;
04/12/20 06:00;2,10;11,58;14,13;0,54;36,67;;
04/12/20 07:00;2,15;16,50;20,99;0,51;;;
04/12/20 08:00;2,07;9,35;11,73;0,48;33,24;;
04/12/20 09:00;2,42;6,47;8,22;0,49;;;
04/12/20 10:00;2,35;6,13;7,58;0,49;29,82;;
04/12/20 11:00;2,48;5,55;6,97;0,48;;;
04/12/20 12:00;2,42;5,69;7,06;0,48;33,98;;
04/12/20 13:00;2,48;5,26;6,52;0,50;;;
04/12/20 14:00;2,21;6,13;7,47;0,52;27,87;;
04/12/20 15:00;2,43;12,06;14,17;0,49;;;
04/12/20 16:00;2,58;14,12;16,71;0,47;27,62;;
04/12/20 17:00;2,42;10,68;12,49;0,50;;;
04/12/20 18:00;2,54;9,01;10,41;0,50;28,11;;
04/12/20 19:00;2,31;10,19;11,86;0,52;;;
04/12/20 20:00;2,23;9,59;11,68;0,55;26,40;;
04/12/20 21:00;2,23;9,63;11,36;0,58;;;
04/12/20 22:00;2,26;16,09;17,96;0,59;30,31;;
04/12/20 23:00;2,15;7,97;9,58;0,58;;;
13/04/2020 00:00;2,32;5,47;7,01;0,54;46,20;;
13/04/2020 01:00;2,15;8,15;9,55;0,56;;;
13/04/2020 02:00;2,23;;;0,53;35,93;;
13/04/2020 03:00;2,29;4,06;5,29;;;;
13/04/2020 04:00;;4,62;5,96;0,52;34,22;;
13/04/2020 05:00;2,34;6,27;8,38;0,53;;;
13/04/2020 06:00;2,31;7,08;9,50;0,51;25,91;;
13/04/2020 07:00;2,37;5,91;8,21;0,51;;;
13/04/2020 08:00;2,57;6,71;9,38;0,51;14,91;;
13/04/2020 09:00;2,40;6,81;9,50;0,52;;;
13/04/2020 10:00;2,52;6,75;9,55;0,52;24,69;;
13/04/2020 11:00;2,58;5,71;8,17;0,53;;;
13/04/2020 12:00;2,52;6,28;8,49;0,54;24,44;;
13/04/2020 13:00;2,41;5,04;7,09;0,53;;;
13/04/2020 14:00;2,36;4,17;5,63;0,50;37,89;;
13/04/2020 15:00;2,27;3,59;5,28;0,42;;;
13/04/2020 16:00;2,42;3,39;4,92;0,41;23,71;;
13/04/2020 17:00;2,22;3,87;5,62;0,39;;;
13/04/2020 18:00;2,25;4,54;6,18;0,38;24,69;;
13/04/2020 19:00;2,14;5,81;7,56;0,39;;;
13/04/2020 20:00;2,26;9,70;11,64;0,43;17,84;;
13/04/2020 21:00;2,18;9,35;11,13;0,43;;;
13/04/2020 22:00;2,16;6,97;8,46;0,45;19,56;;
13/04/2020 23:00;2,05;6,53;8,07;0,49;;;
14/04/2020 00:00;2,09;4,99;6,58;0,46;18,82;;
14/04/2020 01:00;2,08;4,04;5,43;0,44;;;
14/04/2020 02:00;2,07;3,38;4,68;0,44;17,60;;
14/04/2020 03:00;2,26;3,32;4,61;0,47;;;
14/04/2020 04:00;2,03;3,97;5,46;0,49;15,16;;
14/04/2020 05:00;2,18;7,93;9,96;0,50;;;
14/04/2020 06:00;2,03;14,82;19,11;0,53;25,91;;
14/04/2020 07:00;2,09;25,12;31,88;0,58;;;
14/04/2020 08:00;2,44;12,97;17,84;0,56;24,44;;
14/04/2020 09:00;2,42;14,71;19,26;0,56;;;
14/04/2020 10:00;2,32;23,80;31,14;0,60;23,71;;
14/04/2020 11:00;2,29;16,28;21,72;0,58;;;
14/04/2020 12:00;2,30;16,35;21,85;0,56;29,09;;
14/04/2020 13:00;2,23;16,76;21,18;0,53;;;
14/04/2020 14:00;2,26;11,36;14,56;0,49;32,75;;
14/04/2020 15:00;2,22;9,04;12,52;0,50;;;
14/04/2020 16:00;2,29;10,68;13,56;0,50;25,18;;
14/04/2020 17:00;2,29;12,33;15,22;0,52;;;
14/04/2020 18:00;2,29;17,52;21,54;0,54;26,89;;
14/04/2020 19:00;2,33;15,21;17,71;0,52;;;
14/04/2020 20:00;2,22;8,40;10,41;0,54;26,16;;
14/04/2020 21:00;2,15;7,86;9,90;0,54;;;
14/04/2020 22:00;2,05;4,06;5,63;0,47;30,31;;
14/04/2020 23:00;2,11;3,07;4,46;0,47;;;
15/04/2020 00:00;2,20;3,26;4,53;0,45;27,13;;
15/04/2020 01:00;2,24;2,70;3,94;0,47;;;
15/04/2020 02:00;2,19;;;0,44;20,53;;
15/04/2020 03:00;2,34;2,43;3,63;;;;
15/04/2020 04:00;;2,46;3,59;0,45;15,40;;
15/04/2020 05:00;2,32;2,90;4,58;0,45;;;
15/04/2020 06:00;2,40;3,48;5,22;0,45;23,71;;
15/04/2020 07:00;2,35;3,72;5,69;0,45;;;
15/04/2020 08:00;2,27;3,91;6,59;0,45;13,44;;
15/04/2020 09:00;2,51;3,20;5,44;0,43;;;
15/04/2020 10:00;2,17;3,60;5,99;0,43;8,07;;
15/04/2020 11:00;2,24;4,23;6,44;0,42;;;
15/04/2020 12:00;2,25;5,07;7,94;0,41;11,49;;
15/04/2020 13:00;2,34;5,52;8,52;0,41;;;
15/04/2020 14:00;2,22;4,83;7,24;0,41;7,82;;
15/04/2020 15:00;2,17;3,80;5,69;0,41;;;
15/04/2020 16:00;2,20;3,41;5,06;0,41;12,96;;
15/04/2020 17:00;2,04;4,63;6,69;0,41;;;
15/04/2020 18:00;2,16;3,75;5,64;0,41;16,38;;
15/04/2020 19:00;1,90;4,03;5,72;0,41;;;
15/04/2020 20:00;2,14;4,23;5,68;0,41;10,27;;
15/04/2020 21:00;1,90;4,83;6,47;0,42;;;
15/04/2020 22:00;2,10;4,63;6,14;0,41;19,07;;
15/04/2020 23:00;2,03;3,30;4,66;0,41;;;
16/04/2020 00:00;1,98;3,18;4,45;0,40;14,42;;
16/04/2020 01:00;2,07;4,20;5,51;0,40;;;
16/04/2020 02:00;2,10;4,15;5,34;0,39;14,67;;
16/04/2020 03:00;2,02;4,81;6,21;0,40;;;
16/04/2020 04:00;2,00;5,80;7,58;0,41;11,98;;
16/04/2020 05:00;2,15;11,01;13,72;0,41;;;
16/04/2020 06:00;2,04;17,79;23,91;0,43;12,71;;
16/04/2020 07:00;2,19;19,23;28,73;0,45;;;
16/04/2020 08:00;2,02;12,42;19,10;0,45;20,53;;
16/04/2020 09:00;2,21;8,53;14,13;0,44;;;
16/04/2020 10:00;2,17;7,13;11,25;0,45;12,47;;
16/04/2020 11:00;2,31;6,94;10,30;0,46;;;
16/04/2020 12:00;1,98;5,88;8,71;0,46;13,69;;
16/04/2020 13:00;2,06;4,69;7,15;0,45;;;
16/04/2020 14:00;2,46;3,54;5,42;0,45;13,93;;
16/04/2020 15:00;2,12;3,81;5,60;0,45;;;
16/04/2020 16:00;2,24;3,53;5,29;0,45;9,53;;
16/04/2020 17:00;2,17;3,86;6,14;0,46;;;
16/04/2020 18:00;2,35;4,97;7,47;0,47;6,60;;
16/04/2020 19:00;2,18;8,01;10,65;0,51;;;
16/04/2020 20:00;2,18;32,28;39,52;0,61;15,40;;
16/04/2020 21:00;2,26;38,96;45,11;0,63;;;
16/04/2020 22:00;2,27;41,80;49,39;0,68;20,53;;
16/04/2020 23:00;2,10;19,54;21,55;0,48;;;
17/04/2020 00:00;2,25;12,05;13,72;0,49;22,49;;
17/04/2020 01:00;2,21;13,66;15,50;0,47;;;
17/04/2020 02:00;2,22;;;0,50;19,07;;
17/04/2020 03:00;2,19;12,43;14,66;;;;
17/04/2020 04:00;;15,58;17,99;0,52;16,13;;
17/04/2020 05:00;2,34;25,84;34,99;0,54;;;
17/04/2020 06:00;2,45;52,31;86,26;0,64;19,31;;
17/04/2020 07:00;2,70;49,21;105,14;0,76;;;
17/04/2020 08:00;2,71;53,53;109,70;0,77;11,73;;
17/04/2020 09:00;2,30;15,74;24,76;0,58;;;
17/04/2020 10:00;2,32;10,18;15,93;0,54;23,47;;
17/04/2020 11:00;2,36;6,55;9,52;0,48;;;
17/04/2020 12:00;2,36;6,26;9,09;0,48;14,91;;
17/04/2020 13:00;2,16;5,61;8,09;0,48;;;
17/04/2020 14:00;2,19;5,42;7,91;0,53;19,31;;
17/04/2020 15:00;2,16;6,15;8,08;0,49;;;
17/04/2020 16:00;2,17;7,62;10,49;0,28;12,71;;
17/04/2020 17:00;2,20;5,62;7,86;0,22;;;
17/04/2020 18:00;2,16;6,74;9,45;0,22;15,40;;
17/04/2020 19:00;2,34;10,15;12,01;0,22;;;
