NetC;;;Brindisi;;;;
Stat;;;Via Crati-Rione Perrino;;;;
Parm;SO2;NO2;NOX;CO;PM10;;
;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;;
;;;;;;;
;;;;;;;
04/03/20 21:00;2,87;11,52;12,66;0,25;;;
04/03/20 22:00;3,06;9,21;10,11;0,25;11,23;;
04/03/20 23:00;2,88;13,86;15,07;0,25;;;
04/04/20 00:00;2,98;15,13;16,41;0,25;7,81;;
04/04/20 01:00;2,64;13,17;14,30;0,25;;;
04/04/20 02:00;2,89;9,59;10,54;0,23;10,26;;
04/04/20 03:00;2,97;10,15;11,13;0,24;;;
04/04/20 04:00;3,07;7,64;8,61;0,25;7,08;;
04/04/20 05:00;3,01;9,91;11,15;0,26;;;
04/04/20 06:00;2,91;15,25;17,83;0,26;11,72;;
04/04/20 07:00;2,88;13,01;15,68;0,28;;;
04/04/20 08:00;2,91;10,31;12,42;0,29;12,70;;
04/04/20 09:00;2,68;14,81;18,69;0,30;;;
04/04/20 10:00;2,46;20,45;27,07;0,32;14,16;;
04/04/20 11:00;2,92;14,66;20,14;0,33;;;
04/04/20 12:00;3,02;12,35;15,99;0,32;15,63;;
04/04/20 13:00;3,62;18,38;23,72;0,33;;;
04/04/20 14:00;3,74;8,92;10,91;0,34;11,48;;
04/04/20 15:00;3,47;9,80;11,92;0,33;;;
04/04/20 16:00;3,61;12,67;15,32;0,32;23,93;;
04/04/20 17:00;3,31;20,70;24,45;0,31;;;
04/04/20 18:00;3,01;28,80;32,82;0,29;16,61;;
04/04/20 19:00;3,12;30,35;33,51;0,31;;;
04/04/20 20:00;3,17;20,52;22,39;0,30;26,86;;
04/04/20 21:00;2,85;5,81;6,65;0,31;;;
04/04/20 22:00;2,69;6,53;7,34;0,30;22,95;;
04/04/20 23:00;2,74;5,57;6,38;0,30;;;
04/05/20 00:00;3,17;4,40;5,19;0,29;36,39;;
04/05/20 01:00;;3,73;4,50;0,28;;;
04/05/20 02:00;3,17;;;0,28;29,55;;
04/05/20 03:00;2,84;3,97;4,72;;;;
04/05/20 04:00;2,81;4,52;5,30;0,28;27,59;;
04/05/20 05:00;2,91;4,15;5,00;0,28;;;
04/05/20 06:00;3,19;4,49;5,28;0,28;20,27;;
04/05/20 07:00;3,07;3,82;4,70;0,28;;;
04/05/20 08:00;3,10;6,53;8,04;0,28;26,13;;
04/05/20 09:00;3,43;8,58;10,29;0,29;;;
04/05/20 10:00;3,95;9,40;11,53;0,29;25,15;;
04/05/20 11:00;4,11;22,34;29,36;0,30;;;
04/05/20 12:00;4,20;20,66;25,88;0,29;25,15;;
04/05/20 13:00;4,10;17,78;23,03;0,30;;;
04/05/20 14:00;3,96;29,29;36,86;0,30;27,11;;
04/05/20 15:00;3,88;31,10;37,41;0,31;;;
04/05/20 16:00;3,97;30,00;37,08;0,31;21,49;;
04/05/20 17:00;3,81;35,04;40,27;0,30;;;
04/05/20 18:00;4,06;35,36;39,14;0,30;27,35;;
04/05/20 19:00;3,84;26,82;28,94;0,30;;;
04/05/20 20:00;3,87;15,84;17,47;0,29;35,65;;
04/05/20 21:00;3,98;6,46;7,49;0,28;;;
04/05/20 22:00;3,95;20,16;21,81;0,29;38,34;;
04/05/20 23:00;3,99;40,29;42,29;0,29;;;
04/06/20 00:00;3,76;5,60;6,38;0,28;31,26;;
04/06/20 01:00;3,62;12,44;13,29;0,28;;;
04/06/20 02:00;3,83;9,13;9,93;0,29;25,40;;
04/06/20 03:00;3,59;7,72;8,55;0,30;;;
04/06/20 04:00;3,81;9,51;10,34;0,30;21,00;;
04/06/20 05:00;3,90;8,83;9,66;0,30;;;
04/06/20 06:00;3,73;15,25;16,17;0,30;17,09;;
04/06/20 07:00;3,89;9,76;10,80;0,31;;;
04/06/20 08:00;3,85;12,84;14,51;0,31;20,02;;
04/06/20 09:00;3,61;11,26;13,25;0,31;;;
04/06/20 10:00;3,53;10,17;12,48;0,31;17,58;;
04/06/20 11:00;3,73;11,48;14,78;0,31;;;
04/06/20 12:00;3,84;8,36;10,51;0,31;10,74;;
04/06/20 13:00;3,81;17,58;23,17;0,32;;;
04/06/20 14:00;3,82;9,72;12,27;0,34;16,36;;
04/06/20 15:00;3,69;28,26;36,24;0,35;;;
04/06/20 16:00;3,61;16,33;21,23;0,33;30,53;;
04/06/20 17:00;3,73;13,56;15,68;0,32;;;
04/06/20 18:00;3,92;11,16;12,30;0,31;28,33;;
04/06/20 19:00;3,79;22,68;24,12;0,33;;;
04/06/20 20:00;3,88;19,06;20,15;0,34;27,84;;
04/06/20 21:00;3,82;16,00;17,11;0,35;;;
04/06/20 22:00;3,81;11,73;12,66;0,32;36,63;;
04/06/20 23:00;3,98;11,74;12,67;0,33;;;
04/07/20 00:00;3,67;8,71;9,64;0,34;27,84;;
04/07/20 01:00;;8,88;9,82;0,34;;;
04/07/20 02:00;3,75;;;0,35;25,89;;
04/07/20 03:00;3,74;7,61;8,43;;;;
04/07/20 04:00;3,56;7,78;8,62;0,34;26,62;;
04/07/20 05:00;3,34;14,88;16,00;0,34;;;
04/07/20 06:00;2,90;32,41;41,24;0,35;32,23;;
04/07/20 07:00;2,98;48,73;59,36;0,33;;;
04/07/20 08:00;2,72;42,06;56,18;0,32;29,79;;
04/07/20 09:00;3,19;23,83;32,52;0,30;;;
04/07/20 10:00;3,06;15,91;21,36;0,29;27,84;;
04/07/20 11:00;3,00;19,59;26,67;0,30;;;
04/07/20 12:00;3,23;31,89;44,96;0,29;28,08;;
04/07/20 13:00;3,31;33,72;47,15;0,29;;;
04/07/20 14:00;3,19;28,71;38,78;0,28;31,26;;
04/07/20 15:00;3,08;12,84;17,01;0,27;;;
04/07/20 16:00;3,00;15,03;19,15;0,30;30,77;;
04/07/20 17:00;3,07;10,69;12,78;0,35;;;
04/07/20 18:00;3,35;10,22;11,52;0,37;31,50;;
04/07/20 19:00;3,84;13,53;14,48;0,39;;;
04/07/20 20:00;4,04;10,40;11,34;0,39;37,12;;
04/07/20 21:00;3,52;9,68;10,63;0,39;;;
04/07/20 22:00;3,75;13,08;14,10;0,40;37,12;;
04/07/20 23:00;3,82;12,50;13,47;0,41;;;
04/08/20 00:00;3,82;11,75;12,73;0,41;32,97;;
04/08/20 01:00;3,84;8,51;9,38;0,39;;;
04/08/20 02:00;4,01;10,86;11,78;0,38;32,23;;
04/08/20 03:00;3,93;10,34;11,29;0,37;;;
04/08/20 04:00;3,69;12,95;13,92;0,37;34,68;;
04/08/20 05:00;3,91;16,84;17,87;0,37;;;
04/08/20 06:00;3,85;27,87;31,03;0,37;29,06;;
04/08/20 07:00;3,88;20,29;23,14;0,38;;;
04/08/20 08:00;3,83;22,38;29,78;0,38;35,65;;
04/08/20 09:00;3,88;30,85;44,82;0,34;;;
04/08/20 10:00;4,11;37,02;55,85;0,30;24,66;;
04/08/20 11:00;3,87;12,84;17,36;0,30;;;
04/08/20 12:00;4,05;11,20;15,27;0,30;13,19;;
04/08/20 13:00;3,76;12,43;16,06;0,29;;;
04/08/20 14:00;3,70;15,61;19,94;0,30;14,65;;
04/08/20 15:00;3,73;12,56;15,62;0,26;;;
04/08/20 16:00;4,27;28,62;38,26;0,25;19,54;;
04/08/20 17:00;3,01;19,16;22,98;0,26;;;
04/08/20 18:00;2,41;13,22;14,68;0,28;11,23;;
04/08/20 19:00;2,26;16,85;17,93;0,30;;;
04/08/20 20:00;2,44;19,56;20,81;0,32;17,58;;
04/08/20 21:00;2,41;18,04;19,12;0,33;;;
04/08/20 22:00;2,50;19,46;20,42;0,33;17,58;;
04/08/20 23:00;2,41;17,87;18,85;0,33;;;
04/09/20 00:00;2,44;17,62;18,73;0,37;18,32;;
04/09/20 01:00;;18,05;19,03;0,39;;;
04/09/20 02:00;2,54;;;0,33;19,54;;
04/09/20 03:00;2,46;13,75;14,63;;;;
04/09/20 04:00;2,37;14,33;15,19;0,32;15,38;;
04/09/20 05:00;2,35;14,15;15,05;0,34;;;
04/09/20 06:00;2,74;16,31;18,00;0,35;22,71;;
04/09/20 07:00;2,62;12,83;15,06;0,38;;;
04/09/20 08:00;2,50;13,25;16,30;0,38;24,18;;
04/09/20 09:00;2,34;12,16;15,36;0,38;;;
04/09/20 10:00;2,31;11,56;14,97;0,39;23,93;;
04/09/20 11:00;2,57;12,65;16,36;0,40;;;
04/09/20 12:00;2,22;12,26;16,12;0,41;27,59;;
04/09/20 13:00;2,42;15,66;21,06;0,41;;;
04/09/20 14:00;2,79;13,95;17,76;0,40;26,37;;
04/09/20 15:00;2,93;12,31;15,29;0,39;;;
04/09/20 16:00;2,89;12,16;15,21;0,39;26,62;;
04/09/20 17:00;2,91;10,58;12,15;0,40;;;
04/09/20 18:00;3,55;9,98;11,17;0,40;23,44;;
04/09/20 19:00;3,56;7,01;7,87;0,39;;;
04/09/20 20:00;3,69;8,59;9,41;0,36;27,35;;
04/09/20 21:00;3,44;9,51;10,39;0,33;;;
04/09/20 22:00;3,80;8,23;9,04;0,33;31,75;;
04/09/20 23:00;3,75;6,36;7,11;0,30;;;
04/10/20 00:00;3,66;5,43;6,21;0,29;23,93;;
04/10/20 01:00;3,72;5,20;5,97;0,29;;;
04/10/20 02:00;3,52;4,90;5,69;0,29;24,18;;
04/10/20 03:00;3,29;15,95;16,89;0,30;;;
04/10/20 04:00;3,25;7,41;8,19;0,30;19,05;;
04/10/20 05:00;3,28;9,46;10,25;0,30;;;
04/10/20 06:00;2,93;21,97;24,10;0,33;17,83;;
04/10/20 07:00;3,15;47,94;59,08;0,35;;;
04/10/20 08:00;3,14;26,85;32,67;0,36;20,02;;
04/10/20 09:00;3,30;22,09;27,33;0,36;;;
04/10/20 10:00;3,50;17,63;21,47;0,35;27,84;;
04/10/20 11:00;3,37;12,44;15,15;0,33;;;
04/10/20 12:00;3,01;12,37;15,44;0,34;32,97;;
04/10/20 13:00;2,78;10,70;13,04;0,35;;;
04/10/20 14:00;2,76;10,36;12,49;0,36;33,21;;
04/10/20 15:00;2,89;8,81;10,46;0,37;;;
04/10/20 16:00;3,15;10,48;12,68;0,39;31,26;;
04/10/20 17:00;3,20;10,08;11,44;0,40;;;
04/10/20 18:00;3,30;10,34;11,55;0,38;28,08;;
04/10/20 19:00;3,01;12,24;13,30;0,38;;;
04/10/20 20:00;2,98;13,36;14,30;0,38;32,23;;
04/10/20 21:00;2,80;17,25;18,22;0,38;;;
04/10/20 22:00;2,98;18,69;19,61;0,37;23,44;;
04/10/20 23:00;2,99;9,57;10,39;0,36;;;
04/11/20 00:00;3,14;16,43;17,33;0,35;26,37;;
04/11/20 01:00;;8,19;9,02;0,33;;;
04/11/20 02:00;3,18;;;0,32;25,15;;
04/11/20 03:00;3,40;7,52;8,31;;;;
04/11/20 04:00;3,42;7,88;8,69;0,36;27,11;;
04/11/20 05:00;3,37;13,23;14,07;0,37;;;
04/11/20 06:00;3,15;23,29;25,53;0,37;26,86;;
04/11/20 07:00;3,09;62,23;81,39;0,36;;;
04/11/20 08:00;3,23;19,95;23,30;0,32;25,89;;
04/11/20 09:00;3,80;11,81;14,13;0,33;;;
04/11/20 10:00;3,73;15,12;18,44;0,35;31,01;;
04/11/20 11:00;3,63;10,29;12,46;0,37;;;
04/11/20 12:00;3,39;15,46;18,91;0,40;25,64;;
04/11/20 13:00;3,22;11,85;14,17;0,40;;;
04/11/20 14:00;3,37;11,69;13,92;0,41;28,82;;
04/11/20 15:00;3,07;17,11;20,35;0,41;;;
04/11/20 16:00;3,22;18,43;21,50;0,42;27,35;;
04/11/20 17:00;3,26;21,43;24,00;0,42;;;
04/11/20 18:00;3,04;12,68;13,87;0,43;23,20;;
04/11/20 19:00;3,29;11,57;12,47;0,44;;;
04/11/20 20:00;3,36;23,18;24,21;0,43;35,90;;
04/11/20 21:00;3,08;20,31;21,24;0,46;;;
04/11/20 22:00;3,21;16,47;17,33;0,47;38,58;;
04/11/20 23:00;3,13;10,18;11,06;0,46;;;
04/12/20 00:00;2,91;8,57;9,42;0,43;34,19;;
04/12/20 01:00;2,43;9,32;10,15;0,44;;;
04/12/20 02:00;2,32;8,05;8,89;0,47;27,59;;
04/12/20 03:00;2,23;7,33;8,14;0,49;;;
04/12/20 04:00;2,34;12,16;13,01;0,46;40,54;;
04/12/20 05:00;2,21;9,61;10,41;0,44;;;
04/12/20 06:00;2,67;12,26;13,13;0,48;34,19;;
04/12/20 07:00;2,54;23,58;27,05;0,43;;;
04/12/20 08:00;2,48;14,49;16,46;0,41;32,97;;
04/12/20 09:00;2,51;10,96;12,66;0,42;;;
04/12/20 10:00;2,86;12,08;13,97;0,41;35,16;;
04/12/20 11:00;3,03;14,77;17,36;0,40;;;
04/12/20 12:00;3,10;14,72;17,18;0,40;26,86;;
04/12/20 13:00;2,97;12,49;14,46;0,42;;;
04/12/20 14:00;2,61;21,11;24,61;0,43;29,30;;
04/12/20 15:00;3,03;16,73;18,95;0,40;;;
04/12/20 16:00;2,93;10,57;11,71;0,39;30,28;;
04/12/20 17:00;2,83;5,97;6,87;0,42;;;
04/12/20 18:00;2,97;6,90;7,73;0,40;29,55;;
04/12/20 19:00;2,48;7,84;8,66;0,41;;;
04/12/20 20:00;2,54;6,15;7,00;0,45;33,70;;
04/12/20 21:00;2,60;5,97;6,82;0,47;;;
04/12/20 22:00;2,49;5,72;6,53;0,48;34,43;;
04/12/20 23:00;2,58;5,59;6,42;0,47;;;
13/04/2020 00:00;2,46;4,59;5,42;0,45;36,87;;
13/04/2020 01:00;;4,22;5,05;0,45;;;
13/04/2020 02:00;2,45;;;0,44;37,61;;
13/04/2020 03:00;2,22;4,09;4,91;;;;
13/04/2020 04:00;2,49;3,84;4,67;0,42;33,70;;
13/04/2020 05:00;2,44;4,25;5,06;0,42;;;
13/04/2020 06:00;2,28;4,78;5,64;0,43;28,33;;
13/04/2020 07:00;2,38;4,28;5,21;0,44;;;
13/04/2020 08:00;2,29;4,02;5,05;0,44;33,70;;
13/04/2020 09:00;2,33;4,12;5,24;0,44;;;
13/04/2020 10:00;2,33;3,60;4,61;0,44;28,57;;
13/04/2020 11:00;2,56;3,80;4,81;0,44;;;
13/04/2020 12:00;2,33;3,60;4,58;0,46;15,38;;
13/04/2020 13:00;2,29;3,43;4,36;0,46;;;
13/04/2020 14:00;2,36;3,28;4,16;0,42;17,09;;
13/04/2020 15:00;2,36;2,83;3,68;0,36;;;
13/04/2020 16:00;2,68;2,84;3,67;0,32;19,05;;
13/04/2020 17:00;2,69;2,44;3,24;0,29;;;
13/04/2020 18:00;2,49;2,81;3,60;0,27;14,41;;
13/04/2020 19:00;2,32;4,09;4,89;0,28;;;
13/04/2020 20:00;2,46;5,17;5,97;0,29;12,21;;
13/04/2020 21:00;2,49;5,65;6,50;0,31;;;
13/04/2020 22:00;2,34;4,81;5,64;0,32;14,90;;
13/04/2020 23:00;2,29;6,96;7,84;0,36;;;
14/04/2020 00:00;2,24;5,84;6,67;0,36;7,81;;
14/04/2020 01:00;2,23;3,67;4,50;0,35;;;
14/04/2020 02:00;2,30;4,96;5,81;0,35;17,34;;
14/04/2020 03:00;2,36;4,01;4,82;0,38;;;
14/04/2020 04:00;2,30;3,22;4,06;0,39;20,02;;
14/04/2020 05:00;2,50;9,53;10,38;0,41;;;
14/04/2020 06:00;2,29;10,56;11,51;0,43;17,58;;
14/04/2020 07:00;2,33;11,93;13,10;0,44;;;
14/04/2020 08:00;2,43;5,36;6,40;0,44;27,59;;
14/04/2020 09:00;2,43;5,16;6,10;0,44;;;
14/04/2020 10:00;2,33;6,11;7,22;0,45;28,08;;
14/04/2020 11:00;2,30;5,35;6,45;0,45;;;
14/04/2020 12:00;2,50;9,24;10,56;0,43;33,94;;
14/04/2020 13:00;2,85;7,45;8,58;0,41;;;
14/04/2020 14:00;2,32;4,73;5,65;0,38;23,20;;
14/04/2020 15:00;2,42;4,23;5,17;0,38;;;
14/04/2020 16:00;2,73;5,65;6,58;0,39;15,14;;
14/04/2020 17:00;2,61;8,23;9,19;0,40;;;
14/04/2020 18:00;2,23;6,86;7,78;0,45;9,77;;
14/04/2020 19:00;2,45;16,20;17,23;0,45;;;
14/04/2020 20:00;2,27;11,71;12,68;0,43;29,79;;
14/04/2020 21:00;2,29;7,88;8,78;0,45;;;
14/04/2020 22:00;2,12;4,73;5,63;0,38;30,28;;
14/04/2020 23:00;2,19;5,07;6,03;0,38;;;
15/04/2020 00:00;2,36;4,86;5,88;0,37;30,77;;
15/04/2020 01:00;;3,56;4,44;0,38;;;
15/04/2020 02:00;2,59;;;0,36;23,44;;
15/04/2020 03:00;2,32;3,26;4,08;;;;
15/04/2020 04:00;2,52;3,05;3,90;0,35;26,62;;
15/04/2020 05:00;2,90;3,92;5,11;0,35;;;
15/04/2020 06:00;2,66;5,48;7,13;0,33;21,49;;
15/04/2020 07:00;2,58;7,70;10,32;0,33;;;
15/04/2020 08:00;2,64;11,22;15,73;0,33;11,72;;
15/04/2020 09:00;2,40;9,92;14,17;0,31;;;
15/04/2020 10:00;2,04;15,38;22,16;0,31;6,84;;
15/04/2020 11:00;2,14;15,28;20,55;0,32;;;
15/04/2020 12:00;2,10;11,85;16,97;0,30;7,81;;
15/04/2020 13:00;2,69;10,19;14,41;0,29;;;
15/04/2020 14:00;2,43;6,62;9,04;0,30;15,63;;
15/04/2020 15:00;2,26;8,71;11,86;0,29;;;
15/04/2020 16:00;2,33;11,29;15,95;0,29;9,77;;
15/04/2020 17:00;2,35;11,34;15,09;0,29;;;
15/04/2020 18:00;2,33;13,54;17,02;0,29;14,41;;
15/04/2020 19:00;2,60;13,13;15,87;0,28;;;
15/04/2020 20:00;2,42;15,59;18,31;0,29;9,77;;
15/04/2020 21:00;2,36;8,28;9,59;0,30;;;
15/04/2020 22:00;2,30;7,86;9,01;0,30;10,26;;
15/04/2020 23:00;2,46;6,77;7,86;0,31;;;
16/04/2020 00:00;2,48;6,52;7,59;0,30;13,19;;
16/04/2020 01:00;2,22;4,62;5,47;0,31;;;
16/04/2020 02:00;2,22;6,25;7,24;0,29;14,41;;
16/04/2020 03:00;2,32;7,63;8,77;0,30;;;
16/04/2020 04:00;2,10;7,79;8,92;0,32;13,68;;
16/04/2020 05:00;2,18;8,47;9,60;0,31;;;
16/04/2020 06:00;2,31;13,50;15,89;0,33;19,54;;
16/04/2020 07:00;2,21;17,30;20,74;0,34;;;
16/04/2020 08:00;2,74;12,08;15,15;0,34;13,19;;
16/04/2020 09:00;2,61;9,70;13,16;0,34;;;
16/04/2020 10:00;2,44;19,15;29,54;0,35;14,41;;
16/04/2020 11:00;2,56;21,78;32,09;0,36;;;
16/04/2020 12:00;2,54;14,84;20,68;0,36;12,45;;
16/04/2020 13:00;2,47;12,60;17,63;0,36;;;
16/04/2020 14:00;2,33;11,28;15,30;0,36;21,00;;
16/04/2020 15:00;2,50;7,77;10,43;0,36;;;
16/04/2020 16:00;2,24;10,49;13,44;0,37;12,45;;
16/04/2020 17:00;2,48;5,40;6,66;0,36;;;
16/04/2020 18:00;2,61;7,04;8,28;0,36;8,79;;
16/04/2020 19:00;2,48;9,70;10,74;0,36;;;
16/04/2020 20:00;2,43;15,57;16,44;0,37;10,99;;
16/04/2020 21:00;2,36;25,69;26,60;0,43;;;
16/04/2020 22:00;2,50;18,51;19,42;0,46;8,79;;
16/04/2020 23:00;2,39;7,65;8,54;0,42;;;
17/04/2020 00:00;2,51;6,68;7,54;0,42;19,05;;
17/04/2020 01:00;;5,70;6,56;0,41;;;
17/04/2020 02:00;2,63;;;0,41;17,83;;
17/04/2020 03:00;2,71;7,68;8,56;;;;
17/04/2020 04:00;2,60;5,92;6,78;0,42;16,12;;
17/04/2020 05:00;2,64;10,52;11,43;0,42;;;
17/04/2020 06:00;2,58;26,43;32,03;0,48;17,58;;
17/04/2020 07:00;2,75;39,68;59,37;0,51;;;
17/04/2020 08:00;2,72;32,40;49,87;0,51;14,16;;
17/04/2020 09:00;2,69;29,72;44,29;0,51;;;
17/04/2020 10:00;2,86;17,48;23,71;0,43;23,69;;
17/04/2020 11:00;3,05;15,51;20,13;0,40;;;
17/04/2020 12:00;2,82;14,93;19,54;0,38;13,19;;
17/04/2020 13:00;2,42;10,93;13,78;0,40;;;
17/04/2020 14:00;2,33;18,08;22,46;0,39;11,48;;
17/04/2020 15:00;2,61;14,39;17,26;0,32;;;
17/04/2020 16:00;2,48;14,09;17,47;0,33;16,61;;
17/04/2020 17:00;2,41;8,79;10,11;0,29;;;
17/04/2020 18:00;2,32;19,40;20,99;0,29;16,12;;
17/04/2020 19:00;2,40;23,11;24,33;0,29;;;
17/04/2020 20:00;2,51;13,37;14,25;0,30;19,29;;
17/04/2020 21:00;2,33;9,62;10,48;0,29;;;
17/04/2020 22:00;2,54;9,77;10,67;0,30;25,40;;
17/04/2020 23:00;2,36;16,56;17,44;0,32;;;
18/04/2020 00:00;2,55;18,75;19,65;0,37;13,19;;
18/04/2020 01:00;2,39;12,91;13,81;0,33;;;
18/04/2020 02:00;2,33;11,42;12,32;0,39;21,98;;
18/04/2020 03:00;2,41;11,34;12,29;0,39;;;
18/04/2020 04:00;2,40;15,68;16,62;0,39;24,42;;
18/04/2020 05:00;2,56;19,41;20,46;0,39;;;
18/04/2020 06:00;2,41;33,02;37,53;0,44;25,15;;
18/04/2020 07:00;2,56;37,91;52,83;0,40;;;
18/04/2020 08:00;2,59;38,62;48,55;0,35;28,57;;
18/04/2020 09:00;2,67;46,02;61,18;0,26;;;
18/04/2020 10:00;2,95;61,72;86,75;0,24;27,35;;
18/04/2020 11:00;3,01;43,11;56,53;0,24;;;
18/04/2020 12:00;3,00;54,95;74,71;0,25;14,16;;
18/04/2020 13:00;2,97;46,42;61,13;0,24;;;
18/04/2020 14:00;2,61;33,49;41,37;0,23;12,21;;
18/04/2020 15:00;2,55;19,85;23,70;0,22;;;
18/04/2020 16:00;2,71;27,52;33,13;0,23;10,26;;
18/04/2020 17:00;2,29;14,20;15,57;0,23;;;
18/04/2020 18:00;2,48;10,27;11,50;0,25;9,04;;
18/04/2020 19:00;2,30;8,16;9,07;0,24;;;
18/04/2020 20:00;2,38;11,74;12,61;0,26;13,68;;
18/04/2020 21:00;2,49;15,20;16,11;0,28;;;
18/04/2020 22:00;2,32;11,72;12,60;0,33;14,16;;
18/04/2020 23:00;2,17;8,48;9,39;0,32;;;
19/04/2020 00:00;2,23;5,73;6,60;0,34;16,61;;
19/04/2020 01:00;;8,24;9,18;0,33;;;
19/04/2020 02:00;2,64;;;0,31;9,77;;
19/04/2020 03:00;2,62;6,16;7,03;;;;
19/04/2020 04:00;2,72;6,81;7,67;0,34;14,65;;
19/04/2020 05:00;2,24;16,97;17,91;0,31;;;
19/04/2020 06:00;2,50;15,44;16,41;0,30;19,29;;
19/04/2020 07:00;2,57;14,11;15,22;0,32;;;
19/04/2020 08:00;2,46;9,55;10,76;0,29;15,63;;
19/04/2020 09:00;2,26;9,02;10,63;0,29;;;
19/04/2020 10:00;2,17;6,59;7,94;0,30;18,32;;
19/04/2020 11:00;2,31;5,26;6,31;0,29;;;
19/04/2020 12:00;2,09;4,81;5,86;0,32;11,72;;
19/04/2020 13:00;2,31;3,93;4,87;0,31;;;
19/04/2020 14:00;2,20;3,04;3,99;0,29;9,04;;
19/04/2020 15:00;2,55;2,75;3,66;0,30;;;
19/04/2020 16:00;2,62;3,46;4,46;0,31;16,36;;
19/04/2020 17:00;2,60;3,85;4,78;0,30;;;
19/04/2020 18:00;2,66;4,18;5,05;0,31;22,47;;
19/04/2020 19:00;2,66;4,91;5,80;0,31;;;
19/04/2020 20:00;2,73;4,95;5,84;0,32;25,15;;
19/04/2020 21:00;2,85;4,75;5,65;0,32;;;
19/04/2020 22:00;2,78;5,20;6,07;0,32;39,07;;
19/04/2020 23:00;2,69;4,66;5,54;0,32;;;
20/04/2020 00:00;2,69;4,55;5,43;0,32;32,72;;
20/04/2020 01:00;2,67;4,77;5,66;0,32;;;
20/04/2020 02:00;2,61;4,36;5,27;0,31;34,19;;
20/04/2020 03:00;2,89;5,38;6,32;0,30;;;
20/04/2020 04:00;2,75;6,51;7,40;0,31;36,87;;
20/04/2020 05:00;2,92;8,32;9,25;0,29;;;
20/04/2020 06:00;2,87;13,60;15,27;0,31;40,54;;
20/04/2020 07:00;2,86;9,85;11,41;0,31;;;
20/04/2020 08:00;2,60;9,88;11,83;0,32;26,37;;
20/04/2020 09:00;2,86;6,39;7,64;0,32;;;
20/04/2020 10:00;2,79;7,99;9,57;0,34;30,53;;
20/04/2020 11:00;2,67;8,32;10,15;0,36;;;
20/04/2020 12:00;2,80;8,49;10,22;0,36;31,26;;
20/04/2020 13:00;2,95;8,45;10,11;0,34;;;
20/04/2020 14:00;3,04;7,42;8,91;0,33;30,53;;
20/04/2020 15:00;2,32;7,71;9,28;0,34;;;
20/04/2020 16:00;2,32;8,41;10,05;0,34;35,41;;
20/04/2020 17:00;2,53;5,80;6,95;0,33;;;
20/04/2020 18:00;2,16;7,45;8,59;0,33;24,42;;
20/04/2020 19:00;2,37;9,29;10,25;0,35;;;
20/04/2020 20:00;2,58;8,05;9,02;0,41;23,20;;
20/04/2020 21:00;2,44;5,52;6,45;0,36;;;
20/04/2020 22:00;2,54;4,39;5,32;0,34;26,13;;
20/04/2020 23:00;2,16;3,35;4,24;0,33;;;
21/04/2020 00:00;2,03;3,11;4,02;0,31;30,53;;
21/04/2020 01:00;;4,57;5,50;0,31;;;
21/04/2020 02:00;2,28;;;0,29;21,00;;
21/04/2020 03:00;2,18;5,54;6,47;;;;
21/04/2020 04:00;2,25;4,48;5,40;0,29;15,14;;
21/04/2020 05:00;2,22;4,05;4,97;0,29;;;
21/04/2020 06:00;2,39;7,17;8,21;0,30;21,98;;
21/04/2020 07:00;2,08;7,49;8,82;0,31;;;
21/04/2020 08:00;2,39;7,82;9,54;0,32;19,29;;
21/04/2020 09:00;2,14;7,92;10,33;0,33;;;
21/04/2020 10:00;2,31;8,52;11,48;0,33;22,95;;
21/04/2020 11:00;2,11;10,35;14,24;0,33;;;
21/04/2020 12:00;2,20;12,72;16,61;0,34;11,23;;
21/04/2020 13:00;2,23;7,96;10,08;0,32;;;
21/04/2020 14:00;2,41;4,53;5,72;0,32;6,59;;
21/04/2020 15:00;2,44;4,92;5,98;0,29;;;
21/04/2020 16:00;2,33;5,33;6,45;0,31;3,91;;
21/04/2020 17:00;2,42;7,70;8,87;0,31;;;
21/04/2020 18:00;2,23;15,41;16,57;0,31;16,61;;
21/04/2020 19:00;2,37;16,53;17,51;0,32;;;
21/04/2020 20:00;2,31;13,58;14,67;0,31;22,71;;
21/04/2020 21:00;2,58;14,94;15,93;0,29;;;
21/04/2020 22:00;2,50;11,19;12,14;0,30;27,35;;
21/04/2020 23:00;2,40;16,17;17,18;0,34;;;
22/04/2020 00:00;2,46;6,99;7,96;0,34;17,09;;
22/04/2020 01:00;2,12;6,04;6,96;0,34;;;
22/04/2020 02:00;2,43;16,08;17,09;0,36;13,19;;
22/04/2020 03:00;2,38;4,20;5,12;0,35;;;
22/04/2020 04:00;2,38;7,94;8,93;0,35;14,65;;
22/04/2020 05:00;2,35;7,70;8,71;0,35;;;
22/04/2020 06:00;2,42;8,76;9,90;0,34;19,29;;
22/04/2020 07:00;2,39;11,42;12,93;0,34;;;
22/04/2020 08:00;2,24;12,36;13,89;0,34;15,63;;
22/04/2020 09:00;2,31;10,29;12,16;0,33;;;
22/04/2020 10:00;2,39;7,79;9,33;0,33;14,65;;
22/04/2020 11:00;2,44;5,89;7,40;0,34;;;
22/04/2020 12:00;2,52;6,44;8,10;0,34;13,68;;
22/04/2020 13:00;2,78;5,25;6,50;0,34;;;
22/04/2020 14:00;2,70;5,34;6,57;0,34;10,01;;
