Parm;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE
01/01/20 01:00;Bari - Cavour;0.40;26;16;7.29;47.33;36.15;;;1.44
01/01/20 02:00;Bari - Cavour;0.49;26;16;21.05;80.30;48.02;;;1.72
01/01/20 03:00;Bari - Cavour;0.44;26;16;17.76;75.28;48.05;;;1.68
01/01/20 04:00;Bari - Cavour;0.35;26;16;13.71;62.88;41.82;;;1.57
01/01/20 05:00;Bari - Cavour;0.31;26;16;5.35;33.61;25.41;;;1.17
01/01/20 06:00;Bari - Cavour;0.28;26;16;5.32;34.96;26.81;;;0.93
01/01/20 07:00;Bari - Cavour;0.30;26;16;5.83;40.68;31.74;;;0.90
01/01/20 08:00;Bari - Cavour;0.29;26;16;4.58;38.07;31.05;;;0.96
01/01/20 09:00;Bari - Cavour;0.27;26;16;5.52;38.07;29.62;;;0.76
01/01/20 10:00;Bari - Cavour;0.28;26;16;5.04;34.85;27.13;;;0.80
01/01/20 11:00;Bari - Cavour;0.27;26;16;4.23;28.93;22.44;;;0.88
01/01/20 12:00;Bari - Cavour;0.30;26;16;4.10;29.53;23.25;;;0.82
01/01/20 13:00;Bari - Cavour;0.35;26;16;5.10;32.69;24.88;;;0.90
01/01/20 14:00;Bari - Cavour;0.36;26;16;5.12;35.15;27.29;;;1.07
01/01/20 15:00;Bari - Cavour;0.30;26;16;4.64;33.83;26.72;;;0.94
01/01/20 16:00;Bari - Cavour;0.25;26;16;4.07;30.10;23.87;;;0.64
01/01/20 17:00;Bari - Cavour;0.28;26;16;6.24;39.96;30.38;;;0.63
01/01/20 18:00;Bari - Cavour;0.32;26;16;7.05;49.18;38.38;;;0.78
01/01/20 19:00;Bari - Cavour;0.34;26;16;9.40;57.47;43.06;;;0.93
01/01/20 20:00;Bari - Cavour;0.37;26;16;19.21;86.53;57.03;;;1.11
01/01/20 21:00;Bari - Cavour;0.33;26;16;11.40;69.00;51.53;;;0.87
01/01/20 22:00;Bari - Cavour;0.37;26;16;14.32;73.12;51.16;;;1.02
01/01/20 23:00;Bari - Cavour;0.42;26;16;12.69;66.66;47.20;;;1.02
02/01/20 00:00;Bari - Cavour;0.35;26;16;4.45;38.23;31.41;;;1.17
02/01/20 01:00;Bari - Cavour;0.35;26;16;8.37;47.36;34.53;;;0.86
02/01/20 02:00;Bari - Cavour;;26;16;5.76;40.38;31.55;;;1.03
02/01/20 03:00;Bari - Cavour;0.26;26;16;3.11;25.61;20.82;;;0.73
02/01/20 04:00;Bari - Cavour;0.26;26;16;2.47;19.09;15.29;;;0.65
02/01/20 05:00;Bari - Cavour;0.28;26;16;2.42;21.12;17.41;;;0.77
02/01/20 06:00;Bari - Cavour;0.32;26;16;;;;;;0.90
02/01/20 07:00;Bari - Cavour;0.40;26;16;11.75;55.96;37.94;;;1.03
02/01/20 08:00;Bari - Cavour;0.53;26;16;40.83;115.16;52.56;;;1.32
02/01/20 09:00;Bari - Cavour;0.74;26;16;61.39;153.41;59.28;;;2.17
02/01/20 10:00;Bari - Cavour;0.53;26;16;26.22;87.15;46.96;;;2.80
02/01/20 11:00;Bari - Cavour;0.52;26;16;17.45;71.70;44.94;;;1.99
02/01/20 12:00;Bari - Cavour;0.46;26;16;11.84;58.07;39.92;;;1.69
02/01/20 13:00;Bari - Cavour;0.44;26;16;9.78;52.02;37.02;;;1.45
02/01/20 14:00;Bari - Cavour;0.45;26;16;13.78;65.19;44.05;;;1.47
02/01/20 15:00;Bari - Cavour;0.35;26;16;9.63;58.03;43.27;;;1.32
02/01/20 16:00;Bari - Cavour;0.33;26;16;9.98;63.48;48.17;;;1.00
02/01/20 17:00;Bari - Cavour;0.33;26;16;9.93;62.87;47.67;;;0.89
02/01/20 18:00;Bari - Cavour;0.38;26;16;9.64;62.09;47.31;;;0.97
02/01/20 19:00;Bari - Cavour;0.83;26;16;48.72;149.10;74.41;;;2.02
02/01/20 20:00;Bari - Cavour;0.88;26;16;50.36;153.24;76.03;;;3.16
02/01/20 21:00;Bari - Cavour;0.85;26;16;56.23;160.53;74.32;;;3.65
02/01/20 22:00;Bari - Cavour;0.70;26;16;43.14;127.52;61.38;;;3.48
02/01/20 23:00;Bari - Cavour;0.51;26;16;21.98;83.35;49.64;;;2.50
03/01/20 00:00;Bari - Cavour;0.43;26;16;13.32;63.77;43.36;;;1.93
03/01/20 01:00;Bari - Cavour;0.42;38;28;11.38;57.33;39.88;;;1.42
03/01/20 02:00;Bari - Cavour;0.37;38;28;;;;;;1.36
03/01/20 03:00;Bari - Cavour;0.32;38;28;4.65;33.30;26.17;;;1.29
03/01/20 04:00;Bari - Cavour;0.29;38;28;3.42;25.17;19.92;;;0.97
03/01/20 05:00;Bari - Cavour;0.28;38;28;2.40;20.47;16.79;;;0.93
03/01/20 06:00;Bari - Cavour;0.31;38;28;5.10;37.29;29.49;;;0.94
03/01/20 07:00;Bari - Cavour;0.36;38;28;11.95;62.21;43.89;;;1.06
03/01/20 08:00;Bari - Cavour;0.43;38;28;33.14;108.36;57.54;;;1.27
03/01/20 09:00;Bari - Cavour;0.66;38;28;75.38;182.34;66.75;;;1.62
03/01/20 10:00;Bari - Cavour;0.93;38;28;71.61;174.37;64.56;;;3.80
03/01/20 11:00;Bari - Cavour;0.61;38;28;21.48;81.41;48.48;;;3.28
03/01/20 12:00;Bari - Cavour;0.47;38;28;8.31;52.95;40.20;;;2.05
03/01/20 13:00;Bari - Cavour;0.46;38;28;10.21;57.82;42.17;;;1.55
03/01/20 14:00;Bari - Cavour;0.48;38;28;7.49;52.17;40.68;;;1.68
03/01/20 15:00;Bari - Cavour;0.44;38;28;5.55;44.97;36.46;;;1.56
03/01/20 16:00;Bari - Cavour;0.40;38;28;7.74;53.43;41.57;;;1.27
03/01/20 17:00;Bari - Cavour;0.41;38;28;7.65;58.72;46.98;;;1.23
03/01/20 18:00;Bari - Cavour;0.95;38;28;54.75;161.95;78.00;;;1.54
03/01/20 19:00;Bari - Cavour;1.26;38;28;113.35;265.45;91.64;;;4.47
03/01/20 20:00;Bari - Cavour;1.14;38;28;117.69;261.94;81.48;;;4.60
03/01/20 21:00;Bari - Cavour;1.19;38;28;84.39;194.92;65.52;;;4.84
03/01/20 22:00;Bari - Cavour;1.08;38;28;96.36;216.58;68.82;;;5.22
03/01/20 23:00;Bari - Cavour;0.77;38;28;58.18;153.57;64.37;;;3.83
04/01/20 00:00;Bari - Cavour;0.58;38;28;28.17;97.07;53.90;;;2.87
04/01/20 01:00;Bari - Cavour;0.55;34;27;23.71;89.33;52.98;;;2.32
04/01/20 02:00;Bari - Cavour;;34;27;24.08;86.43;49.51;;;2.16
04/01/20 03:00;Bari - Cavour;0.45;34;27;16.85;71.74;45.91;;;1.97
04/01/20 04:00;Bari - Cavour;0.40;34;27;8.42;50.48;37.57;;;1.66
04/01/20 05:00;Bari - Cavour;0.33;34;27;2.56;29.45;25.52;;;1.43
04/01/20 06:00;Bari - Cavour;0.33;34;27;;;;;;1.30
04/01/20 07:00;Bari - Cavour;0.34;34;27;11.09;59.14;42.14;;;1.24
04/01/20 08:00;Bari - Cavour;0.52;34;27;26.90;98.95;57.71;;;1.43
04/01/20 09:00;Bari - Cavour;0.64;34;27;34.37;114.26;61.55;;;2.53
04/01/20 10:00;Bari - Cavour;0.64;34;27;23.56;92.46;56.34;;;2.66
04/01/20 11:00;Bari - Cavour;0.59;34;27;18.69;79.82;51.16;;;2.65
04/01/20 12:00;Bari - Cavour;0.62;34;27;17.16;77.00;50.68;;;2.61
04/01/20 13:00;Bari - Cavour;0.71;34;27;22.50;89.45;54.94;;;2.60
04/01/20 14:00;Bari - Cavour;0.77;34;27;21.66;90.25;57.04;;;3.05
04/01/20 15:00;Bari - Cavour;0.53;34;27;7.68;57.58;45.80;;;2.66
04/01/20 16:00;Bari - Cavour;0.38;34;27;4.08;41.60;35.33;;;1.64
04/01/20 17:00;Bari - Cavour;0.49;34;27;9.16;60.35;46.31;;;1.21
04/01/20 18:00;Bari - Cavour;0.87;34;27;37.63;126.79;69.09;;;2.14
04/01/20 19:00;Bari - Cavour;0.82;34;27;40.88;130.86;68.20;;;3.19
04/01/20 20:00;Bari - Cavour;0.74;34;27;55.57;154.53;69.33;;;3.46
04/01/20 21:00;Bari - Cavour;0.77;34;27;56.85;156.13;68.99;;;2.75
04/01/20 22:00;Bari - Cavour;0.79;34;27;50.80;143.85;65.97;;;3.38
04/01/20 23:00;Bari - Cavour;0.54;34;27;33.50;110.64;59.26;;;2.38
05/01/20 00:00;Bari - Cavour;0.51;34;27;26.64;96.64;55.78;;;1.65
05/01/20 01:00;Bari - Cavour;0.56;24;16;38.81;113.64;54.12;;;1.91
05/01/20 02:00;Bari - Cavour;0.50;24;16;22.60;77.31;42.66;;;1.83
05/01/20 03:00;Bari - Cavour;0.40;24;16;8.62;46.35;33.12;;;1.67
05/01/20 04:00;Bari - Cavour;0.34;24;16;4.10;30.92;24.63;;;1.08
05/01/20 05:00;Bari - Cavour;0.30;24;16;2.20;22.03;18.65;;;0.93
05/01/20 06:00;Bari - Cavour;0.28;24;16;1.86;19.84;16.99;;;0.80
05/01/20 07:00;Bari - Cavour;0.26;24;16;1.62;17.18;14.70;;;0.78
05/01/20 08:00;Bari - Cavour;0.25;24;16;2.46;17.13;13.36;;;0.63
05/01/20 09:00;Bari - Cavour;0.23;24;16;2.46;16.05;12.28;;;0.74
05/01/20 10:00;Bari - Cavour;0.23;24;16;4.03;23.92;17.73;;;0.69
05/01/20 11:00;Bari - Cavour;0.32;24;16;6.52;37.02;27.02;;;0.87
05/01/20 12:00;Bari - Cavour;0.30;24;16;8.63;43.90;30.65;;;1.02
05/01/20 13:00;Bari - Cavour;0.28;24;16;8.27;42.10;29.42;;;0.95
05/01/20 14:00;Bari - Cavour;0.37;24;16;10.45;51.37;35.35;;;1.15
05/01/20 15:00;Bari - Cavour;0.24;24;16;5.49;33.54;25.12;;;1.01
05/01/20 16:00;Bari - Cavour;0.19;24;16;4.43;26.43;19.64;;;0.59
05/01/20 17:00;Bari - Cavour;0.20;24;16;6.78;36.01;25.64;;;0.60
05/01/20 18:00;Bari - Cavour;0.24;24;16;8.34;43.70;30.92;;;0.75
05/01/20 19:00;Bari - Cavour;0.24;24;16;11.83;53.61;35.47;;;0.76
05/01/20 20:00;Bari - Cavour;0.27;24;16;10.47;49.43;33.37;;;0.83
05/01/20 21:00;Bari - Cavour;0.25;24;16;9.96;47.02;31.76;;;0.76
05/01/20 22:00;Bari - Cavour;0.27;24;16;6.58;33.76;23.67;;;0.93
05/01/20 23:00;Bari - Cavour;0.17;24;16;3.85;19.41;13.51;;;0.64
06/01/20 00:00;Bari - Cavour;0.20;24;16;4.52;22.53;15.60;;;0.55
06/01/20 01:00;Bari - Cavour;0.19;23;8;4.00;19.42;13.29;;;0.66
06/01/20 02:00;Bari - Cavour;;23;8;3.71;16.15;10.45;;;0.51
06/01/20 03:00;Bari - Cavour;0.15;23;8;2.94;13.52;9.02;;;0.47
06/01/20 04:00;Bari - Cavour;0.15;23;8;2.52;10.95;7.10;;;0.45
06/01/20 05:00;Bari - Cavour;0.14;23;8;2.11;7.94;4.70;;;0.45
06/01/20 06:00;Bari - Cavour;0.14;23;8;;;;;;0.47
06/01/20 07:00;Bari - Cavour;0.14;23;8;2.48;8.84;5.03;;;0.44
06/01/20 08:00;Bari - Cavour;0.15;23;8;2.60;9.39;5.41;;;0.45
06/01/20 09:00;Bari - Cavour;0.15;23;8;3.28;12.31;7.29;;;0.47
06/01/20 10:00;Bari - Cavour;0.17;23;8;3.69;14.61;8.95;;;0.49
06/01/20 11:00;Bari - Cavour;0.20;23;8;4.91;21.21;13.69;;;0.61
06/01/20 12:00;Bari - Cavour;0.31;23;8;7.23;31.51;20.44;;;1.09
06/01/20 13:00;Bari - Cavour;0.25;23;8;8.62;38.29;25.07;;;0.90
06/01/20 14:00;Bari - Cavour;0.31;23;8;11.57;50.81;33.02;;;0.94
06/01/20 15:00;Bari - Cavour;0.22;23;8;4.71;28.20;20.97;;;1.02
06/01/20 16:00;Bari - Cavour;0.20;23;8;5.44;28.21;19.87;;;0.59
06/01/20 17:00;Bari - Cavour;0.23;23;8;9.38;51.33;36.94;;;0.71
06/01/20 18:00;Bari - Cavour;0.24;23;8;17.99;79.16;51.57;;;0.81
06/01/20 19:00;Bari - Cavour;0.33;23;8;21.51;88.02;55.04;;;1.01
06/01/20 20:00;Bari - Cavour;0.31;23;8;26.85;99.52;58.36;;;1.23
06/01/20 21:00;Bari - Cavour;0.32;23;8;19.50;80.35;50.45;;;1.12
06/01/20 22:00;Bari - Cavour;0.31;23;8;11.03;59.09;42.17;;;1.31
06/01/20 23:00;Bari - Cavour;0.24;23;8;4.76;34.55;27.26;;;0.92
07/01/20 00:00;Bari - Cavour;0.21;23;8;4.09;26.46;20.18;;;0.75
07/01/20 01:00;Bari - Cavour;0.22;21;11;4.21;26.50;20.03;;;0.70
07/01/20 02:00;Bari - Cavour;0.22;21;11;3.35;21.84;16.70;;;0.75
07/01/20 03:00;Bari - Cavour;0.19;21;11;2.14;16.56;13.28;;;0.66
07/01/20 04:00;Bari - Cavour;0.17;21;11;2.50;15.53;11.70;;;0.55
07/01/20 05:00;Bari - Cavour;0.17;21;11;2.24;15.08;11.65;;;0.53
07/01/20 06:00;Bari - Cavour;0.18;21;11;2.29;17.83;14.31;;;0.54
07/01/20 07:00;Bari - Cavour;0.25;21;11;4.62;34.12;27.04;;;0.60
07/01/20 08:00;Bari - Cavour;0.36;21;11;19.22;80.11;50.64;;;0.76
07/01/20 09:00;Bari - Cavour;0.58;21;11;42.47;124.57;59.45;;;2.00
07/01/20 10:00;Bari - Cavour;0.42;21;11;19.30;79.73;50.13;;;2.25
07/01/20 11:00;Bari - Cavour;0.33;21;11;9.35;55.31;40.98;;;1.62
07/01/20 12:00;Bari - Cavour;0.33;21;11;7.66;48.83;37.08;;;1.27
07/01/20 13:00;Bari - Cavour;0.31;21;11;7.62;47.24;35.57;;;1.12
07/01/20 14:00;Bari - Cavour;0.31;21;11;4.98;36.87;29.23;;;0.98
07/01/20 15:00;Bari - Cavour;0.27;21;11;4.08;35.06;28.81;;;0.92
07/01/20 16:00;Bari - Cavour;0.27;21;11;4.76;38.45;31.15;;;0.79
07/01/20 17:00;Bari - Cavour;0.35;21;11;6.03;53.77;44.51;;;0.92
07/01/20 18:00;Bari - Cavour;0.57;21;11;20.71;95.87;64.15;;;1.35
07/01/20 19:00;Bari - Cavour;0.57;21;11;22.12;98.30;64.40;;;1.91
07/01/20 20:00;Bari - Cavour;0.55;21;11;20.89;92.42;60.39;;;2.26
07/01/20 21:00;Bari - Cavour;0.74;21;11;36.98;121.10;64.40;;;2.85
07/01/20 22:00;Bari - Cavour;0.72;21;11;40.26;128.78;67.05;;;2.94
07/01/20 23:00;Bari - Cavour;0.54;21;11;20.81;92.45;60.55;;;2.19
08/01/20 00:00;Bari - Cavour;0.45;21;11;10.93;67.67;50.90;;;1.76
08/01/20 01:00;Bari - Cavour;0.36;30;19;7.54;52.69;41.13;;;1.41
08/01/20 02:00;Bari - Cavour;;30;19;5.70;43.40;34.66;;;1.29
08/01/20 03:00;Bari - Cavour;0.31;30;19;4.11;33.58;27.29;;;1.16
08/01/20 04:00;Bari - Cavour;0.28;30;19;2.04;24.14;21.03;;;1.05
08/01/20 05:00;Bari - Cavour;0.30;30;19;2.00;26.23;23.16;;;0.95
08/01/20 06:00;Bari - Cavour;0.32;30;19;;;;;;1.03
08/01/20 07:00;Bari - Cavour;0.43;30;19;18.46;79.38;51.09;;;1.15
08/01/20 08:00;Bari - Cavour;0.73;30;19;64.95;163.33;63.75;;;1.50
08/01/20 09:00;Bari - Cavour;1.09;30;19;100.53;224.52;70.37;;;3.41
08/01/20 10:00;Bari - Cavour;1.16;30;19;111.44;246.77;75.90;;;4.94
08/01/20 11:00;Bari - Cavour;0.63;30;19;36.49;112.75;56.80;;;4.47
08/01/20 12:00;Bari - Cavour;0.44;30;19;14.68;71.09;48.58;;;2.11
08/01/20 13:00;Bari - Cavour;0.41;30;19;11.65;62.15;44.29;;;1.60
08/01/20 14:00;Bari - Cavour;0.46;30;19;12.79;67.64;48.03;;;1.45
08/01/20 15:00;Bari - Cavour;0.44;30;19;14.19;73.61;51.86;;;1.85
08/01/20 16:00;Bari - Cavour;0.39;30;19;18.00;86.55;58.97;;;1.34
08/01/20 17:00;Bari - Cavour;0.48;30;19;23.00;97.85;62.59;;;1.30
08/01/20 18:00;Bari - Cavour;0.60;30;19;39.60;137.89;77.18;;;2.66
08/01/20 19:00;Bari - Cavour;0.72;30;19;49.52;158.74;82.81;;;2.38
08/01/20 20:00;Bari - Cavour;1.00;30;19;78.60;208.99;88.48;;;3.21
08/01/20 21:00;Bari - Cavour;0.99;30;19;73.81;194.02;80.91;;;4.20
08/01/20 22:00;Bari - Cavour;0.81;30;19;48.96;141.20;66.12;;;4.07
08/01/20 23:00;Bari - Cavour;0.56;30;19;19.11;82.41;53.12;;;2.82
09/01/20 00:00;Bari - Cavour;0.43;30;19;10.80;60.36;43.82;;;1.79
09/01/20 01:00;Bari - Cavour;0.40;40;27;6.66;47.09;36.88;;;1.58
09/01/20 02:00;Bari - Cavour;0.33;40;27;4.48;35.27;28.39;;;1.44
09/01/20 03:00;Bari - Cavour;0.31;40;27;2.89;26.54;22.10;;;1.22
09/01/20 04:00;Bari - Cavour;0.30;40;27;1.41;18.76;16.59;;;1.08
09/01/20 05:00;Bari - Cavour;0.29;40;27;1.57;18.30;15.90;;;0.98
09/01/20 06:00;Bari - Cavour;0.29;40;27;3.63;27.79;22.23;;;0.95
09/01/20 07:00;Bari - Cavour;0.39;40;27;11.27;63.42;46.14;;;1.07
09/01/20 08:00;Bari - Cavour;0.54;40;27;44.51;129.12;60.88;;;1.46
09/01/20 09:00;Bari - Cavour;0.84;40;27;84.70;196.12;66.25;;;2.53
09/01/20 10:00;Bari - Cavour;0.90;40;27;95.02;213.92;68.22;;;3.85
09/01/20 11:00;Bari - Cavour;0.94;40;27;64.99;164.47;64.83;;;4.50
09/01/20 12:00;Bari - Cavour;0.63;40;27;21.58;84.77;51.67;;;3.33
09/01/20 13:00;Bari - Cavour;0.50;40;27;10.23;61.92;46.23;;;2.28
09/01/20 14:00;Bari - Cavour;0.46;40;27;5.83;48.29;39.36;;;1.78
09/01/20 15:00;Bari - Cavour;0.39;40;27;3.53;39.36;33.94;;;1.49
09/01/20 16:00;Bari - Cavour;0.38;40;27;3.94;40.43;34.39;;;1.25
09/01/20 17:00;Bari - Cavour;0.44;40;27;5.90;58.52;49.46;;;1.22
09/01/20 18:00;Bari - Cavour;0.95;40;27;46.81;153.58;81.81;;;1.99
09/01/20 19:00;Bari - Cavour;1.30;40;27;106.16;260.71;97.95;;;5.15
09/01/20 20:00;Bari - Cavour;1.32;40;27;139.66;311.84;97.69;;;4.83
09/01/20 21:00;Bari - Cavour;1.09;40;27;79.94;199.59;77.03;;;4.86
09/01/20 22:00;Bari - Cavour;0.90;40;27;57.87;158.55;69.82;;;4.92
09/01/20 23:00;Bari - Cavour;0.65;40;27;24.87;94.67;56.53;;;3.18
10/01/20 00:00;Bari - Cavour;0.51;40;27;16.65;76.18;50.66;;;2.46
10/01/20 01:00;Bari - Cavour;0.49;46;36;12.70;66.94;47.47;;;2.21
10/01/20 02:00;Bari - Cavour;;46;36;8.94;56.28;42.57;;;1.84
10/01/20 03:00;Bari - Cavour;0.36;46;36;4.24;39.89;33.39;;;1.66
10/01/20 04:00;Bari - Cavour;0.29;46;36;2.38;27.38;23.74;;;1.32
10/01/20 05:00;Bari - Cavour;0.28;46;36;2.29;24.84;21.32;;;1.05
10/01/20 06:00;Bari - Cavour;0.28;46;36;;;;;;1.03
10/01/20 07:00;Bari - Cavour;0.37;46;36;12.32;62.94;44.05;;;1.20
10/01/20 08:00;Bari - Cavour;0.48;46;36;36.64;113.38;57.22;;;1.33
10/01/20 09:00;Bari - Cavour;0.88;46;36;102.57;228.81;71.57;;;2.78
10/01/20 10:00;Bari - Cavour;1.16;46;36;154.23;319.10;82.62;;;5.06
10/01/20 11:00;Bari - Cavour;1.26;46;36;142.88;309.07;89.95;;;5.63
10/01/20 12:00;Bari - Cavour;0.80;46;36;61.85;170.57;75.74;;;5.63
10/01/20 13:00;Bari - Cavour;0.58;46;36;21.22;95.51;62.97;;;3.09
10/01/20 14:00;Bari - Cavour;0.50;46;36;9.30;66.49;52.23;;;2.48
10/01/20 15:00;Bari - Cavour;0.42;46;36;4.82;49.65;42.25;;;1.82
10/01/20 16:00;Bari - Cavour;0.47;46;36;8.76;61.17;47.74;;;1.38
10/01/20 17:00;Bari - Cavour;0.62;46;36;14.03;91.94;70.44;;;2.06
10/01/20 18:00;Bari - Cavour;0.81;46;36;27.72;127.84;85.40;;;2.20
10/01/20 19:00;Bari - Cavour;1.05;46;36;81.38;227.03;102.24;;;4.35
10/01/20 20:00;Bari - Cavour;1.00;46;36;91.36;239.93;99.84;;;4.05
10/01/20 21:00;Bari - Cavour;0.97;46;36;63.23;182.79;85.84;;;4.23
10/01/20 22:00;Bari - Cavour;0.92;46;36;47.41;152.27;79.58;;;4.30
10/01/20 23:00;Bari - Cavour;0.72;46;36;27.80;113.18;70.56;;;3.37
11/01/20 00:00;Bari - Cavour;0.64;46;36;22.47;98.38;63.91;;;2.74
11/01/20 01:00;Bari - Cavour;0.58;33;24;17.67;82.81;55.72;;;2.28
11/01/20 02:00;Bari - Cavour;0.49;33;24;23.24;88.16;52.51;;;2.13
11/01/20 03:00;Bari - Cavour;0.37;33;24;5.35;48.14;39.94;;;1.33
11/01/20 04:00;Bari - Cavour;0.32;33;24;2.99;35.17;30.59;;;1.02
11/01/20 05:00;Bari - Cavour;0.29;33;24;1.68;29.31;26.74;;;0.96
11/01/20 06:00;Bari - Cavour;0.29;33;24;4.78;43.85;36.63;;;1.01
11/01/20 07:00;Bari - Cavour;0.34;33;24;6.40;57.20;47.39;;;1.16
11/01/20 08:00;Bari - Cavour;0.42;33;24;17.77;89.41;62.18;;;1.30
11/01/20 09:00;Bari - Cavour;0.60;33;24;42.47;138.74;73.61;;;2.05
11/01/20 10:00;Bari - Cavour;0.82;33;24;56.42;164.39;77.89;;;3.73
11/01/20 11:00;Bari - Cavour;0.73;33;24;45.18;143.76;74.47;;;4.29
11/01/20 12:00;Bari - Cavour;0.53;33;24;14.32;81.63;59.67;;;2.70
11/01/20 13:00;Bari - Cavour;0.41;33;24;5.91;54.53;45.47;;;1.61
11/01/20 14:00;Bari - Cavour;0.43;33;24;5.58;54.22;45.67;;;1.45
11/01/20 15:00;Bari - Cavour;0.34;33;24;3.25;40.80;35.82;;;1.27
11/01/20 16:00;Bari - Cavour;0.30;33;24;2.30;34.47;30.94;;;0.90
11/01/20 17:00;Bari - Cavour;0.32;33;24;3.96;42.78;36.71;;;0.86
11/01/20 18:00;Bari - Cavour;0.36;33;24;4.00;50.91;44.79;;;0.93
11/01/20 19:00;Bari - Cavour;0.36;33;24;7.75;65.59;53.70;;;1.04
11/01/20 20:00;Bari - Cavour;0.44;33;24;12.67;78.07;58.64;;;1.05
11/01/20 21:00;Bari - Cavour;0.70;33;24;34.46;121.55;68.72;;;1.96
11/01/20 22:00;Bari - Cavour;0.66;33;24;30.43;109.56;62.90;;;2.74
11/01/20 23:00;Bari - Cavour;0.58;33;24;25.31;97.90;59.10;;;2.13
12/01/20 00:00;Bari - Cavour;0.57;33;24;17.07;78.57;52.40;;;2.00
12/01/20 01:00;Bari - Cavour;0.59;34;26;18.25;78.31;50.33;;;1.85
12/01/20 02:00;Bari - Cavour;;34;26;17.35;73.61;47.01;;;2.18
12/01/20 03:00;Bari - Cavour;0.51;34;26;8.22;52.23;39.62;;;1.90
12/01/20 04:00;Bari - Cavour;0.48;34;26;5.44;43.58;35.23;;;1.72
12/01/20 05:00;Bari - Cavour;0.43;34;26;2.02;31.87;28.78;;;1.60
12/01/20 06:00;Bari - Cavour;0.41;34;26;;;;;;1.49
12/01/20 07:00;Bari - Cavour;0.42;34;26;3.93;36.98;30.95;;;1.37
12/01/20 08:00;Bari - Cavour;0.41;34;26;4.80;41.25;33.88;;;1.27
12/01/20 09:00;Bari - Cavour;0.45;34;26;6.28;46.07;36.44;;;1.44
12/01/20 10:00;Bari - Cavour;0.42;34;26;4.27;39.04;32.49;;;1.76
12/01/20 11:00;Bari - Cavour;0.43;34;26;6.51;45.34;35.37;;;1.75
12/01/20 12:00;Bari - Cavour;0.44;34;26;7.38;47.95;36.63;;;1.69
12/01/20 13:00;Bari - Cavour;0.47;34;26;10.94;60.21;43.43;;;1.62
12/01/20 14:00;Bari - Cavour;0.47;34;26;7.26;53.49;42.36;;;1.71
12/01/20 15:00;Bari - Cavour;0.41;34;26;3.59;41.78;36.27;;;1.49
12/01/20 16:00;Bari - Cavour;0.35;34;26;5.60;47.78;39.19;;;1.15
12/01/20 17:00;Bari - Cavour;0.35;34;26;8.69;62.24;48.95;;;0.83
12/01/20 18:00;Bari - Cavour;0.35;34;26;12.76;75.17;55.61;;;1.23
12/01/20 19:00;Bari - Cavour;0.37;34;26;23.79;99.34;62.87;;;1.11
12/01/20 20:00;Bari - Cavour;0.49;34;26;52.73;154.91;74.06;;;1.16
12/01/20 21:00;Bari - Cavour;0.62;34;26;59.99;169.12;77.13;;;1.85
12/01/20 22:00;Bari - Cavour;0.72;34;26;60.24;165.58;73.21;;;2.52
12/01/20 23:00;Bari - Cavour;0.72;34;26;52.35;149.86;69.58;;;2.86
13/01/20 00:00;Bari - Cavour;0.55;34;26;28.87;102.54;58.28;;;2.32
13/01/20 01:00;Bari - Cavour;0.44;35;24;2.86;14.25;9.98;;;1.63
13/01/20 02:00;Bari - Cavour;0.35;35;24;;;;;;1.33
13/01/20 03:00;Bari - Cavour;0.28;35;24;;;;;;1.13
13/01/20 04:00;Bari - Cavour;0.26;35;24;;;;;;0.88
13/01/20 05:00;Bari - Cavour;0.27;35;24;;;;;;0.88
13/01/20 06:00;Bari - Cavour;0.25;35;24;;;;;;0.80
13/01/20 07:00;Bari - Cavour;0.35;35;24;;;;;;0.87
13/01/20 08:00;Bari - Cavour;0.52;35;24;;;;;;1.08
13/01/20 09:00;Bari - Cavour;0.65;35;24;;;;;;2.16
13/01/20 10:00;Bari - Cavour;0.83;35;24;;;;;;3.17
13/01/20 11:00;Bari - Cavour;0.56;35;24;;;;;;3.43
13/01/20 12:00;Bari - Cavour;0.50;35;24;;;;;;2.49
13/01/20 13:00;Bari - Cavour;0.44;35;24;;;;;;1.85
13/01/20 14:00;Bari - Cavour;0.42;35;24;;;;;;1.46
13/01/20 15:00;Bari - Cavour;0.35;35;24;;;;;;1.27
13/01/20 16:00;Bari - Cavour;0.34;35;24;18.28;45.97;21.78;;;1.10
13/01/20 17:00;Bari - Cavour;0.67;35;24;31.26;112.25;64.34;;;1.50
13/01/20 18:00;Bari - Cavour;0.91;35;24;64.37;172.86;74.16;;;2.88
13/01/20 19:00;Bari - Cavour;1.13;35;24;104.05;239.54;80.01;;;3.98
13/01/20 20:00;Bari - Cavour;1.26;35;24;128.43;279.61;82.71;;;4.23
13/01/20 21:00;Bari - Cavour;1.37;35;24;122.31;267.11;79.60;;;5.00
13/01/20 22:00;Bari - Cavour;1.16;35;24;102.27;233.40;76.60;;;5.45
13/01/20 23:00;Bari - Cavour;0.96;35;24;78.07;186.94;67.24;;;4.16
14/01/20 00:00;Bari - Cavour;0.77;35;24;64.02;159.42;61.24;;;3.28
14/01/20 01:00;Bari - Cavour;0.58;43;35;29.67;95.39;49.90;;;2.52
14/01/20 02:00;Bari - Cavour;;43;35;20.70;81.03;49.29;;;2.28
