Data;Station;CO;PM10;PM2_5;NO;NOX;NO2;NO3;O3;Benzene;SO2
01/01/20 01:00;Bari - Kennedy;;19;;4.23;22.39;15.90;;48.12;;
01/01/20 02:00;Bari - Kennedy;;19;;1.56;15.20;12.81;;55.27;;
01/01/20 03:00;Bari - Kennedy;;19;;1.63;13.02;10.53;;57.39;;
01/01/20 04:00;Bari - Kennedy;;19;;1.22;14.04;12.17;;54.95;;
01/01/20 05:00;Bari - Kennedy;;19;;3.73;19.90;14.19;;53.49;;
01/01/20 06:00;Bari - Kennedy;;19;;1.43;13.81;11.61;;52.75;;
01/01/20 07:00;Bari - Kennedy;;19;;1.16;17.54;15.76;;45.42;;
01/01/20 08:00;Bari - Kennedy;;19;;1.73;17.77;15.11;;45.06;;
01/01/20 09:00;Bari - Kennedy;;19;;1.68;12.72;10.15;;49.46;;
01/01/20 10:00;Bari - Kennedy;;19;;2.60;13.58;9.60;;53.09;;
01/01/20 11:00;Bari - Kennedy;;19;;2.54;13.30;9.41;;57.37;;
01/01/20 12:00;Bari - Kennedy;;19;;2.88;15.11;10.69;;58.69;;
01/01/20 13:00;Bari - Kennedy;;19;;3.60;17.47;11.95;;58.41;;
01/01/20 14:00;Bari - Kennedy;;19;;2.73;17.21;13.02;;57.95;;
01/01/20 15:00;Bari - Kennedy;;19;;2.84;22.94;18.58;;60.46;;
01/01/20 16:00;Bari - Kennedy;;19;;2.66;17.69;13.62;;66.45;;
01/01/20 17:00;Bari - Kennedy;;19;;4.72;28.50;21.26;;60.58;;
01/01/20 18:00;Bari - Kennedy;;19;;12.74;50.82;31.29;;52.32;;
01/01/20 19:00;Bari - Kennedy;;19;;3.72;35.37;29.68;;50.71;;
01/01/20 20:00;Bari - Kennedy;;19;;2.46;24.69;20.93;;59.31;;
01/01/20 21:00;Bari - Kennedy;;19;;2.50;24.48;20.64;;59.48;;
01/01/20 22:00;Bari - Kennedy;;19;;2.67;28.70;24.61;;54.94;;
01/01/20 23:00;Bari - Kennedy;;19;;1.64;21.09;18.58;;49.65;;
02/01/20 00:00;Bari - Kennedy;;19;;1.61;19.64;17.18;;45.37;;
02/01/20 01:00;Bari - Kennedy;;24;;1.81;26.91;24.12;;;;
02/01/20 02:00;Bari - Kennedy;;24;;;;;;45.81;;
02/01/20 03:00;Bari - Kennedy;;24;;;;;;40.36;;
02/01/20 04:00;Bari - Kennedy;;24;;;;;;40.21;;
02/01/20 05:00;Bari - Kennedy;;24;;;;;;28.77;;
02/01/20 06:00;Bari - Kennedy;;24;;;;;;17.75;;
02/01/20 07:00;Bari - Kennedy;;24;;;;;;6.23;;
02/01/20 08:00;Bari - Kennedy;;24;;;;;;8.33;;
02/01/20 09:00;Bari - Kennedy;;24;;;;;;8.43;;
02/01/20 10:00;Bari - Kennedy;;24;;;;;;29.71;;
02/01/20 11:00;Bari - Kennedy;;24;;;;;;41.62;;
02/01/20 12:00;Bari - Kennedy;;24;;;;;;53.50;;
02/01/20 13:00;Bari - Kennedy;;24;;;;;;60.79;;
02/01/20 14:00;Bari - Kennedy;;24;;;;;;63.70;;
02/01/20 15:00;Bari - Kennedy;;24;;;;;;63.64;;
02/01/20 16:00;Bari - Kennedy;;24;;;;;;58.65;;
02/01/20 17:00;Bari - Kennedy;;24;;;;;;51.93;;
02/01/20 18:00;Bari - Kennedy;;24;;;;;;21.85;;
02/01/20 19:00;Bari - Kennedy;;24;;;;;;1.99;;
02/01/20 20:00;Bari - Kennedy;;24;;;;;;4.33;;
02/01/20 21:00;Bari - Kennedy;;24;;;;;;4.77;;
02/01/20 22:00;Bari - Kennedy;;24;;;;;;12.16;;
02/01/20 23:00;Bari - Kennedy;;24;;;;;;22.14;;
03/01/20 00:00;Bari - Kennedy;;24;;;;;;26.93;;
03/01/20 01:00;Bari - Kennedy;;36;;;;;;32.37;;
03/01/20 02:00;Bari - Kennedy;;36;;;;;;36.56;;
03/01/20 03:00;Bari - Kennedy;;36;;;;;;36.52;;
03/01/20 04:00;Bari - Kennedy;;36;;;;;;37.36;;
03/01/20 05:00;Bari - Kennedy;;36;;;;;;36.27;;
03/01/20 06:00;Bari - Kennedy;;36;;;;;;25.87;;
03/01/20 07:00;Bari - Kennedy;;36;;;;;;14.06;;
03/01/20 08:00;Bari - Kennedy;;36;;;;;;5.71;;
03/01/20 09:00;Bari - Kennedy;;36;;;;;;6.22;;
03/01/20 10:00;Bari - Kennedy;;36;;;;;;30.01;;
03/01/20 11:00;Bari - Kennedy;;36;;;;;;45.91;;
03/01/20 12:00;Bari - Kennedy;;36;;4.24;29.26;22.77;;52.62;;
03/01/20 13:00;Bari - Kennedy;;36;;5.37;32.23;24.00;;52.88;;
03/01/20 14:00;Bari - Kennedy;;36;;5.85;35.51;26.53;;51.74;;
03/01/20 15:00;Bari - Kennedy;;36;;2.82;24.90;20.59;;56.61;;
03/01/20 16:00;Bari - Kennedy;;36;;3.96;37.57;31.50;;44.54;;
03/01/20 17:00;Bari - Kennedy;;36;;39.13;130.79;70.73;;5.20;;
03/01/20 18:00;Bari - Kennedy;;36;;127.22;292.76;97.67;;1.83;;
03/01/20 19:00;Bari - Kennedy;;36;;61.05;166.66;73.07;;1.78;;
03/01/20 20:00;Bari - Kennedy;;36;;40.51;120.94;58.82;;2.59;;
03/01/20 21:00;Bari - Kennedy;;36;;42.94;126.65;60.80;;2.52;;
03/01/20 22:00;Bari - Kennedy;;36;;22.84;94.64;59.61;;3.20;;
03/01/20 23:00;Bari - Kennedy;;36;;17.47;77.43;50.63;;4.13;;
04/01/20 00:00;Bari - Kennedy;;36;;6.43;54.26;44.39;;8.63;;
04/01/20 01:00;Bari - Kennedy;;30;;6.22;52.27;42.74;;;;
04/01/20 02:00;Bari - Kennedy;;30;;;;;;7.54;;
04/01/20 03:00;Bari - Kennedy;;30;;;;;;12.00;;
04/01/20 04:00;Bari - Kennedy;;30;;;;;;25.44;;
04/01/20 05:00;Bari - Kennedy;;30;;;;;;24.76;;
04/01/20 06:00;Bari - Kennedy;;30;;;;;;18.03;;
04/01/20 07:00;Bari - Kennedy;;30;;;;;;7.69;;
04/01/20 08:00;Bari - Kennedy;;30;;;;;;11.10;;
04/01/20 09:00;Bari - Kennedy;;30;;;;;;17.28;;
04/01/20 10:00;Bari - Kennedy;;30;;;;;;31.25;;
04/01/20 11:00;Bari - Kennedy;;30;;4.45;28.93;22.11;;51.37;;
04/01/20 12:00;Bari - Kennedy;;30;;14.44;56.42;34.28;;46.92;;
04/01/20 13:00;Bari - Kennedy;;30;;4.77;33.05;25.73;;51.11;;
04/01/20 14:00;Bari - Kennedy;;30;;;;;;50.62;;
04/01/20 15:00;Bari - Kennedy;;30;;2.84;27.53;23.19;;49.99;;
04/01/20 16:00;Bari - Kennedy;;30;;5.69;36.60;27.89;;41.67;;
04/01/20 17:00;Bari - Kennedy;;30;;10.96;64.07;47.27;;19.49;;
04/01/20 18:00;Bari - Kennedy;;30;;6.55;56.05;45.99;;21.87;;
04/01/20 19:00;Bari - Kennedy;;30;;10.93;70.00;53.24;;12.48;;
04/01/20 20:00;Bari - Kennedy;;30;;24.26;100.20;63.00;;1.92;;
04/01/20 21:00;Bari - Kennedy;;30;;10.63;58.91;42.62;;22.14;;
04/01/20 22:00;Bari - Kennedy;;30;;3.09;29.48;24.75;;38.36;;
04/01/20 23:00;Bari - Kennedy;;30;;2.31;33.59;30.03;;29.95;;
05/01/20 00:00;Bari - Kennedy;;30;;4.63;41.40;34.31;;17.24;;
05/01/20 01:00;Bari - Kennedy;;15;;4.00;34.72;28.58;;25.25;;
05/01/20 02:00;Bari - Kennedy;;15;;;;;;33.47;;
05/01/20 03:00;Bari - Kennedy;;15;;1.30;14.13;12.12;;42.92;;
05/01/20 04:00;Bari - Kennedy;;15;;1.47;12.16;9.92;;42.16;;
05/01/20 05:00;Bari - Kennedy;;15;;1.37;11.89;9.80;;40.45;;
05/01/20 06:00;Bari - Kennedy;;15;;1.91;14.69;11.75;;39.86;;
05/01/20 07:00;Bari - Kennedy;;15;;5.99;33.68;24.50;;41.35;;
05/01/20 08:00;Bari - Kennedy;;15;;4.14;27.89;21.55;;51.41;;
05/01/20 09:00;Bari - Kennedy;;15;;3.03;21.75;17.11;;61.12;;
05/01/20 10:00;Bari - Kennedy;;15;;3.52;22.03;16.63;;60.20;;
05/01/20 11:00;Bari - Kennedy;;15;;;;;;61.48;;
05/01/20 12:00;Bari - Kennedy;;15;;3.56;18.84;13.37;;64.99;;
05/01/20 13:00;Bari - Kennedy;;15;;3.59;17.58;12.08;;67.41;;
05/01/20 14:00;Bari - Kennedy;;15;;3.03;15.52;10.86;;69.53;;
05/01/20 15:00;Bari - Kennedy;;15;;1.67;9.18;6.62;;75.03;;
05/01/20 16:00;Bari - Kennedy;;15;;2.29;12.25;8.74;;72.03;;
05/01/20 17:00;Bari - Kennedy;;15;;2.68;15.17;11.07;;71.44;;
05/01/20 18:00;Bari - Kennedy;;15;;3.22;18.39;13.44;;68.56;;
05/01/20 19:00;Bari - Kennedy;;15;;2.95;19.33;14.81;;65.21;;
05/01/20 20:00;Bari - Kennedy;;15;;4.21;21.07;14.61;;63.60;;
05/01/20 21:00;Bari - Kennedy;;15;;3.37;19.42;14.25;;62.37;;
05/01/20 22:00;Bari - Kennedy;;15;;2.72;17.32;13.14;;62.24;;
05/01/20 23:00;Bari - Kennedy;;15;;1.62;12.37;9.90;;64.73;;
06/01/20 00:00;Bari - Kennedy;;15;;1.77;10.77;8.05;;66.36;;
06/01/20 01:00;Bari - Kennedy;;11;;1.59;9.84;7.41;;;;
06/01/20 02:00;Bari - Kennedy;;11;;;;;;65.98;;
06/01/20 03:00;Bari - Kennedy;;11;;1.15;8.13;6.39;;67.92;;
06/01/20 04:00;Bari - Kennedy;;11;;1.04;8.08;6.46;;67.75;;
06/01/20 05:00;Bari - Kennedy;;11;;1.20;8.11;6.27;;67.19;;
06/01/20 06:00;Bari - Kennedy;;11;;1.97;12.39;9.37;;64.39;;
06/01/20 07:00;Bari - Kennedy;;11;;2.53;13.20;9.33;;64.00;;
06/01/20 08:00;Bari - Kennedy;;11;;3.25;18.51;13.53;;60.52;;
06/01/20 09:00;Bari - Kennedy;;11;;2.04;13.86;10.72;;63.73;;
06/01/20 10:00;Bari - Kennedy;;11;;4.16;21.60;15.22;;59.35;;
06/01/20 11:00;Bari - Kennedy;;11;;5.23;22.72;14.70;;60.60;;
06/01/20 12:00;Bari - Kennedy;;11;;5.14;23.51;15.62;;60.26;;
06/01/20 13:00;Bari - Kennedy;;11;;8.04;35.69;23.36;;53.82;;
06/01/20 14:00;Bari - Kennedy;;11;;5.96;33.57;24.45;;53.33;;
06/01/20 15:00;Bari - Kennedy;;11;;3.72;27.37;21.67;;56.17;;
06/01/20 16:00;Bari - Kennedy;;11;;2.90;19.82;15.36;;62.41;;
06/01/20 17:00;Bari - Kennedy;;11;;2.73;18.38;14.18;;64.30;;
06/01/20 18:00;Bari - Kennedy;;11;;3.94;24.65;18.60;;59.23;;
06/01/20 19:00;Bari - Kennedy;;11;;3.17;22.85;17.98;;60.41;;
06/01/20 20:00;Bari - Kennedy;;11;;2.97;22.42;17.85;;60.51;;
06/01/20 21:00;Bari - Kennedy;;11;;3.70;27.98;22.30;;56.19;;
06/01/20 22:00;Bari - Kennedy;;11;;3.83;24.01;18.13;;60.17;;
06/01/20 23:00;Bari - Kennedy;;11;;2.14;14.78;11.51;;64.80;;
07/01/20 00:00;Bari - Kennedy;;11;;1.97;11.90;8.87;;66.32;;
07/01/20 01:00;Bari - Kennedy;;19;;1.28;9.02;7.07;;66.87;;
07/01/20 02:00;Bari - Kennedy;;19;;2.57;12.30;8.36;;63.98;;
07/01/20 03:00;Bari - Kennedy;;19;;1.15;12.01;10.25;;54.09;;
07/01/20 04:00;Bari - Kennedy;;19;;1.26;9.49;7.55;;54.28;;
07/01/20 05:00;Bari - Kennedy;;19;;1.12;10.65;8.95;;51.01;;
07/01/20 06:00;Bari - Kennedy;;19;;2.01;20.96;17.88;;42.60;;
07/01/20 07:00;Bari - Kennedy;;19;;2.49;36.15;32.32;;30.32;;
07/01/20 08:00;Bari - Kennedy;;19;;8.85;59.44;45.86;;20.65;;
07/01/20 09:00;Bari - Kennedy;;19;;12.39;60.65;41.66;;26.30;;
07/01/20 10:00;Bari - Kennedy;;19;;8.65;44.47;31.22;;37.76;;
07/01/20 11:00;Bari - Kennedy;;19;;4.67;25.81;18.65;;53.99;;
07/01/20 12:00;Bari - Kennedy;;19;;3.75;20.15;14.39;;61.49;;
07/01/20 13:00;Bari - Kennedy;;19;;3.54;19.68;14.26;;63.54;;
07/01/20 14:00;Bari - Kennedy;;19;;4.18;22.19;15.77;;63.95;;
07/01/20 15:00;Bari - Kennedy;;19;;2.72;19.03;14.86;;64.39;;
07/01/20 16:00;Bari - Kennedy;;19;;2.35;22.54;18.93;;60.03;;
07/01/20 17:00;Bari - Kennedy;;19;;6.93;65.55;54.91;;23.90;;
07/01/20 18:00;Bari - Kennedy;;19;;11.61;85.31;67.51;;11.64;;
07/01/20 19:00;Bari - Kennedy;;19;;15.78;88.63;64.44;;20.37;;
07/01/20 20:00;Bari - Kennedy;;19;;7.35;60.09;48.83;;19.88;;
07/01/20 21:00;Bari - Kennedy;;19;;28.90;114.38;70.08;;1.93;;
07/01/20 22:00;Bari - Kennedy;;19;;7.37;59.96;48.65;;17.76;;
07/01/20 23:00;Bari - Kennedy;;19;;2.27;35.58;32.10;;27.69;;
08/01/20 00:00;Bari - Kennedy;;19;;3.67;37.32;31.70;;26.68;;
08/01/20 01:00;Bari - Kennedy;;29;;1.98;25.07;22.02;;;;
08/01/20 02:00;Bari - Kennedy;;29;;;;;;31.84;;
08/01/20 03:00;Bari - Kennedy;;29;;1.30;22.78;20.78;;32.73;;
08/01/20 04:00;Bari - Kennedy;;29;;1.44;21.21;19.00;;31.29;;
08/01/20 05:00;Bari - Kennedy;;29;;1.68;23.64;21.08;;24.49;;
08/01/20 06:00;Bari - Kennedy;;29;;7.21;53.43;42.38;;7.22;;
08/01/20 07:00;Bari - Kennedy;;29;;26.35;93.33;52.92;;1.67;;
08/01/20 08:00;Bari - Kennedy;;29;;105.85;229.68;67.39;;2.25;;
08/01/20 09:00;Bari - Kennedy;;29;;97.41;217.65;68.30;;5.01;;
08/01/20 10:00;Bari - Kennedy;;29;;17.22;65.06;38.64;;25.63;;
08/01/20 11:00;Bari - Kennedy;;29;;6.79;35.15;24.74;;45.74;;
08/01/20 12:00;Bari - Kennedy;;29;;4.86;27.05;19.59;;54.56;;
08/01/20 13:00;Bari - Kennedy;;29;;5.23;28.39;20.37;;57.41;;
08/01/20 14:00;Bari - Kennedy;;29;;5.98;32.33;23.15;;62.56;;
08/01/20 15:00;Bari - Kennedy;;29;;5.52;35.41;26.96;;59.09;;
08/01/20 16:00;Bari - Kennedy;;29;;4.63;39.75;32.66;;52.27;;
08/01/20 17:00;Bari - Kennedy;;29;;7.99;67.22;54.97;;28.74;;
08/01/20 18:00;Bari - Kennedy;;29;;29.46;128.31;83.13;;7.07;;
08/01/20 19:00;Bari - Kennedy;;29;;77.09;213.53;95.33;;2.69;;
08/01/20 20:00;Bari - Kennedy;;29;;39.64;136.89;76.09;;3.12;;
08/01/20 21:00;Bari - Kennedy;;29;;12.57;78.88;59.59;;5.09;;
08/01/20 22:00;Bari - Kennedy;;29;;4.68;47.96;40.77;;16.86;;
08/01/20 23:00;Bari - Kennedy;;29;;3.51;31.05;25.67;;27.15;;
09/01/20 00:00;Bari - Kennedy;;29;;2.04;21.95;18.83;;33.07;;
09/01/20 01:00;Bari - Kennedy;;35;;1.52;19.62;17.28;;34.09;;
09/01/20 02:00;Bari - Kennedy;;35;;1.45;18.08;15.87;;35.44;;
09/01/20 03:00;Bari - Kennedy;;35;;1.59;16.93;14.49;;39.17;;
09/01/20 04:00;Bari - Kennedy;;35;;1.57;17.92;15.51;;37.09;;
09/01/20 05:00;Bari - Kennedy;;35;;1.26;13.37;11.44;;42.54;;
09/01/20 06:00;Bari - Kennedy;;35;;2.51;33.27;29.43;;25.27;;
09/01/20 07:00;Bari - Kennedy;;35;;6.12;56.08;46.69;;9.11;;
09/01/20 08:00;Bari - Kennedy;;35;;49.36;136.50;60.81;;2.00;;
09/01/20 09:00;Bari - Kennedy;;35;;45.54;128.53;58.71;;5.52;;
09/01/20 10:00;Bari - Kennedy;;35;;20.93;77.85;45.76;;18.90;;
09/01/20 11:00;Bari - Kennedy;;35;;5.97;32.73;23.58;;46.52;;
09/01/20 12:00;Bari - Kennedy;;35;;3.01;18.88;14.26;;63.70;;
09/01/20 13:00;Bari - Kennedy;;35;;5.20;27.62;19.64;;63.10;;
09/01/20 14:00;Bari - Kennedy;;35;;5.16;29.98;22.07;;63.56;;
09/01/20 15:00;Bari - Kennedy;;35;;3.09;24.58;19.84;;65.07;;
09/01/20 16:00;Bari - Kennedy;;35;;3.62;34.45;28.89;;53.57;;
09/01/20 17:00;Bari - Kennedy;;35;;60.22;181.09;88.74;;6.57;;
09/01/20 18:00;Bari - Kennedy;;35;;160.19;353.36;107.73;;1.67;;
09/01/20 19:00;Bari - Kennedy;;35;;114.29;273.03;97.79;;1.67;;
09/01/20 20:00;Bari - Kennedy;;35;;36.21;120.86;65.33;;2.75;;
09/01/20 21:00;Bari - Kennedy;;35;;28.85;100.81;56.57;;3.25;;
09/01/20 22:00;Bari - Kennedy;;35;;14.47;69.66;47.47;;4.32;;
09/01/20 23:00;Bari - Kennedy;;35;;5.22;42.84;34.85;;13.78;;
10/01/20 00:00;Bari - Kennedy;;35;;2.26;26.99;23.53;;25.35;;
10/01/20 01:00;Bari - Kennedy;;46;;2.68;21.31;17.20;;;;
10/01/20 02:00;Bari - Kennedy;;46;;;;;;36.58;;
10/01/20 03:00;Bari - Kennedy;;46;;;;;;38.54;;
10/01/20 04:00;Bari - Kennedy;;46;;;;;;35.90;;
10/01/20 05:00;Bari - Kennedy;;46;;;;;;31.26;;
10/01/20 06:00;Bari - Kennedy;;46;;;;;;21.93;;
10/01/20 07:00;Bari - Kennedy;;46;;;;;;7.71;;
10/01/20 08:00;Bari - Kennedy;;46;;;;;;3.78;;
10/01/20 09:00;Bari - Kennedy;;46;;;;;;5.51;;
10/01/20 10:00;Bari - Kennedy;;46;;;;;;5.99;;
10/01/20 11:00;Bari - Kennedy;;46;;43.50;131.07;64.37;;22.35;;
10/01/20 12:00;Bari - Kennedy;;46;;8.71;50.44;37.09;;55.27;;
10/01/20 13:00;Bari - Kennedy;;46;;8.18;46.02;33.48;;59.65;;
10/01/20 14:00;Bari - Kennedy;;46;;7.02;42.58;31.82;;59.46;;
10/01/20 15:00;Bari - Kennedy;;46;;3.51;30.22;24.85;;67.20;;
10/01/20 16:00;Bari - Kennedy;;46;;4.97;41.26;33.64;;58.33;;
10/01/20 17:00;Bari - Kennedy;;46;;27.05;126.16;84.70;;10.97;;
10/01/20 18:00;Bari - Kennedy;;46;;91.23;248.78;108.89;;1.78;;
10/01/20 19:00;Bari - Kennedy;;46;;74.76;214.09;99.45;;2.89;;
10/01/20 20:00;Bari - Kennedy;;46;;30.44;124.11;77.43;;4.20;;
10/01/20 21:00;Bari - Kennedy;;46;;12.25;83.98;65.20;;9.35;;
10/01/20 22:00;Bari - Kennedy;;46;;7.79;69.21;57.26;;12.74;;
10/01/20 23:00;Bari - Kennedy;;46;;4.21;51.67;45.21;;18.40;;
11/01/20 00:00;Bari - Kennedy;;46;;3.86;44.67;38.76;;21.11;;
11/01/20 01:00;Bari - Kennedy;;26;;2.31;30.25;26.72;;30.04;;
11/01/20 02:00;Bari - Kennedy;;26;;1.83;22.48;19.65;;35.04;;
11/01/20 03:00;Bari - Kennedy;;26;;1.51;17.93;15.63;;39.48;;
11/01/20 04:00;Bari - Kennedy;;26;;2.04;18.54;15.41;;39.65;;
11/01/20 05:00;Bari - Kennedy;;26;;1.37;18.57;16.47;;36.80;;
11/01/20 06:00;Bari - Kennedy;;26;;2.52;36.69;32.84;;24.77;;
11/01/20 07:00;Bari - Kennedy;;26;;4.18;53.58;47.16;;17.22;;
11/01/20 08:00;Bari - Kennedy;;26;;21.92;97.74;64.13;;7.82;;
11/01/20 09:00;Bari - Kennedy;;26;;29.52;110.69;65.42;;9.32;;
11/01/20 10:00;Bari - Kennedy;;26;;26.16;95.15;55.05;;24.77;;
11/01/20 11:00;Bari - Kennedy;;26;;4.47;31.49;24.64;;56.18;;
11/01/20 12:00;Bari - Kennedy;;26;;3.69;20.96;15.31;;68.25;;
11/01/20 13:00;Bari - Kennedy;;26;;3.10;21.99;17.25;;67.14;;
11/01/20 14:00;Bari - Kennedy;;26;;2.81;20.57;16.25;;71.28;;
11/01/20 15:00;Bari - Kennedy;;26;;1.96;17.64;14.62;;71.61;;
11/01/20 16:00;Bari - Kennedy;;26;;1.76;16.88;14.19;;70.69;;
11/01/20 17:00;Bari - Kennedy;;26;;3.23;29.21;24.26;;56.34;;
11/01/20 18:00;Bari - Kennedy;;26;;2.24;30.92;27.49;;53.92;;
11/01/20 19:00;Bari - Kennedy;;26;;3.33;34.72;29.62;;51.28;;
11/01/20 20:00;Bari - Kennedy;;26;;4.02;44.54;38.37;;32.27;;
11/01/20 21:00;Bari - Kennedy;;26;;4.81;46.40;39.03;;26.44;;
11/01/20 22:00;Bari - Kennedy;;26;;2.77;35.28;31.03;;31.57;;
11/01/20 23:00;Bari - Kennedy;;26;;2.31;32.51;28.97;;28.61;;
12/01/20 00:00;Bari - Kennedy;;26;;3.59;37.11;31.61;;25.06;;
12/01/20 01:00;Bari - Kennedy;;32;;3.15;37.34;32.51;;;;
12/01/20 02:00;Bari - Kennedy;;32;;;;;;21.73;;
12/01/20 03:00;Bari - Kennedy;;32;;2.32;29.77;26.21;;22.00;;
12/01/20 04:00;Bari - Kennedy;;32;;1.54;25.13;22.78;;22.71;;
12/01/20 05:00;Bari - Kennedy;;32;;2.06;32.78;29.61;;14.70;;
12/01/20 06:00;Bari - Kennedy;;32;;2.35;33.97;30.38;;14.24;;
12/01/20 07:00;Bari - Kennedy;;32;;2.42;27.47;23.77;;22.23;;
12/01/20 08:00;Bari - Kennedy;;32;;2.28;22.17;18.66;;27.34;;
12/01/20 09:00;Bari - Kennedy;;32;;2.90;22.82;18.37;;32.02;;
12/01/20 10:00;Bari - Kennedy;;32;;3.72;24.35;18.65;;35.24;;
12/01/20 11:00;Bari - Kennedy;;32;;3.72;24.71;19.00;;38.39;;
12/01/20 12:00;Bari - Kennedy;;32;;5.71;28.34;19.59;;42.96;;
12/01/20 13:00;Bari - Kennedy;;32;;4.35;26.15;19.50;;49.09;;
12/01/20 14:00;Bari - Kennedy;;32;;3.03;24.50;19.85;;51.41;;
12/01/20 15:00;Bari - Kennedy;;32;;1.98;21.69;18.64;;50.62;;
12/01/20 16:00;Bari - Kennedy;;32;;3.23;28.15;23.19;;48.86;;
12/01/20 17:00;Bari - Kennedy;;32;;3.15;40.20;35.38;;39.17;;
12/01/20 18:00;Bari - Kennedy;;32;;5.92;58.96;49.88;;20.85;;
12/01/20 19:00;Bari - Kennedy;;32;;10.86;68.70;52.11;;20.49;;
12/01/20 20:00;Bari - Kennedy;;32;;16.59;91.74;66.30;;3.77;;
12/01/20 21:00;Bari - Kennedy;;32;;24.13;102.33;65.33;;3.37;;
12/01/20 22:00;Bari - Kennedy;;32;;16.97;87.79;61.77;;2.91;;
12/01/20 23:00;Bari - Kennedy;;32;;13.85;78.76;57.53;;2.71;;
13/01/20 00:00;Bari - Kennedy;;32;;8.76;67.55;54.12;;7.31;;
13/01/20 01:00;Bari - Kennedy;;31;;2.60;35.97;31.97;;24.55;;
13/01/20 02:00;Bari - Kennedy;;31;;1.58;22.30;19.88;;31.62;;
13/01/20 03:00;Bari - Kennedy;;31;;1.76;16.90;14.20;;35.40;;
13/01/20 04:00;Bari - Kennedy;;31;;1.58;18.21;15.78;;31.43;;
13/01/20 05:00;Bari - Kennedy;;31;;1.96;31.21;28.19;;19.77;;
13/01/20 06:00;Bari - Kennedy;;31;;3.11;41.28;36.51;;12.37;;
13/01/20 07:00;Bari - Kennedy;;31;;19.68;83.64;53.46;;2.84;;
13/01/20 08:00;Bari - Kennedy;;31;;105.12;233.08;71.89;;1.92;;
13/01/20 09:00;Bari - Kennedy;;31;;57.69;155.22;66.76;;4.80;;
13/01/20 10:00;Bari - Kennedy;;31;;35.81;112.95;58.04;;8.48;;
13/01/20 11:00;Bari - Kennedy;;31;;23.76;85.96;49.54;;19.38;;
13/01/20 12:00;Bari - Kennedy;;31;;12.32;55.92;37.03;;32.37;;
13/01/20 13:00;Bari - Kennedy;;31;;4.86;32.24;24.79;;43.44;;
13/01/20 14:00;Bari - Kennedy;;31;;5.18;34.81;26.86;;41.50;;
13/01/20 15:00;Bari - Kennedy;;31;;4.81;31.04;23.66;;42.57;;
13/01/20 16:00;Bari - Kennedy;;31;;7.11;50.56;39.67;;24.73;;
13/01/20 17:00;Bari - Kennedy;;31;;38.10;129.49;71.07;;2.37;;
13/01/20 18:00;Bari - Kennedy;;31;;53.84;158.28;75.74;;1.28;;
13/01/20 19:00;Bari - Kennedy;;31;;91.96;217.71;76.70;;1.87;;
13/01/20 20:00;Bari - Kennedy;;31;;71.45;177.24;67.69;;1.49;;
13/01/20 21:00;Bari - Kennedy;;31;;35.93;112.19;57.09;;1.92;;
13/01/20 22:00;Bari - Kennedy;;31;;18.98;76.41;47.29;;1.36;;
13/01/20 23:00;Bari - Kennedy;;31;;18.05;66.12;38.43;;4.11;;
14/01/20 00:00;Bari - Kennedy;;31;;32.66;92.80;42.72;;1.12;;
14/01/20 01:00;Bari - Kennedy;;42;;15.10;63.60;40.46;;;;
14/01/20 02:00;Bari - Kennedy;;42;;;;;;5.49;;
14/01/20 03:00;Bari - Kennedy;;42;;1.76;18.75;16.05;;13.61;;
14/01/20 04:00;Bari - Kennedy;;42;;3.10;22.10;17.35;;10.97;;
14/01/20 05:00;Bari - Kennedy;;42;;2.05;18.20;15.05;;20.16;;
14/01/20 06:00;Bari - Kennedy;;42;;1.65;18.11;15.58;;26.73;;
14/01/20 07:00;Bari - Kennedy;;42;;2.15;23.81;20.52;;27.22;;
14/01/20 08:00;Bari - Kennedy;;42;;27.89;89.28;46.53;;7.98;;
14/01/20 09:00;Bari - Kennedy;;42;;43.87;120.89;53.61;;8.48;;
14/01/20 10:00;Bari - Kennedy;;42;;20.76;72.18;40.35;;24.77;;
14/01/20 11:00;Bari - Kennedy;;42;;10.74;47.25;30.77;;42.63;;
14/01/20 12:00;Bari - Kennedy;;42;;46.26;136.92;65.99;;21.03;;
14/01/20 13:00;Bari - Kennedy;;42;;11.37;52.57;35.14;;45.05;;
14/01/20 14:00;Bari - Kennedy;;42;;8.34;39.52;26.74;;41.46;;
14/01/20 15:00;Bari - Kennedy;;42;;6.92;36.42;25.81;;44.95;;
14/01/20 16:00;Bari - Kennedy;;42;;4.45;35.23;28.42;;46.05;;
14/01/20 17:00;Bari - Kennedy;;42;;16.01;86.66;62.11;;10.86;;
14/01/20 18:00;Bari - Kennedy;;42;;166.87;352.56;96.71;;1.53;;
14/01/20 19:00;Bari - Kennedy;;42;;216.40;445.78;113.99;;1.72;;
14/01/20 20:00;Bari - Kennedy;;42;;108.80;237.48;70.68;;2.97;;
14/01/20 21:00;Bari - Kennedy;;42;;52.14;129.45;49.50;;2.56;;
14/01/20 22:00;Bari - Kennedy;;42;;24.82;82.24;44.19;;2.10;;
14/01/20 23:00;Bari - Kennedy;;42;;10.20;53.89;38.25;;3.89;;
15/01/20 00:00;Bari - Kennedy;;42;;5.19;38.90;30.94;;8.89;;
15/01/20 01:00;Bari - Kennedy;;46;;3.16;31.62;26.79;;12.63;;
