ts;station;CO;PM10;PM2_5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
01/01/20 01:00;Brindisi - Cappuccini;0.32;;;;15.86;11.46;;;;3.02
01/01/20 02:00;Brindisi - Cappuccini;0.30;20.29;;;16.58;12.09;;;;3.17
01/01/20 03:00;Brindisi - Cappuccini;0.26;;;;10.64;8.68;;;;2.98
01/01/20 04:00;Brindisi - Cappuccini;0.25;18.58;;;8.10;7.16;;;;2.92
01/01/20 05:00;Brindisi - Cappuccini;0.23;;;;7.79;7.03;;;;2.99
01/01/20 06:00;Brindisi - Cappuccini;0.26;19.80;;;8.22;6.92;;;;2.97
01/01/20 07:00;Brindisi - Cappuccini;0.26;;;;9.16;7.37;;;;2.98
01/01/20 08:00;Brindisi - Cappuccini;0.24;17.84;;;7.98;6.77;;;;2.84
01/01/20 09:00;Brindisi - Cappuccini;0.22;;;;6.20;5.37;;;;2.99
01/01/20 10:00;Brindisi - Cappuccini;0.17;23.96;;;5.52;4.06;;;;3.08
01/01/20 11:00;Brindisi - Cappuccini;0.19;;;;8.21;6.21;;;;3.10
01/01/20 12:00;Brindisi - Cappuccini;0.23;14.18;;;9.49;6.23;;;;2.91
01/01/20 13:00;Brindisi - Cappuccini;0.27;;;;11.27;7.51;;;;3.09
01/01/20 14:00;Brindisi - Cappuccini;0.24;8.31;;;8.12;5.64;;;;2.90
01/01/20 15:00;Brindisi - Cappuccini;0.21;;;;5.14;4.31;;;;2.99
01/01/20 16:00;Brindisi - Cappuccini;0.19;6.84;;;4.96;4.39;;;;2.92
01/01/20 17:00;Brindisi - Cappuccini;0.20;;;;6.26;5.58;;;;2.94
01/01/20 18:00;Brindisi - Cappuccini;0.23;5.87;;;7.70;6.15;;;;2.88
01/01/20 19:00;Brindisi - Cappuccini;0.25;;;;8.72;7.28;;;;2.87
01/01/20 20:00;Brindisi - Cappuccini;0.24;14.42;;;14.02;11.32;;;;3.06
01/01/20 21:00;Brindisi - Cappuccini;0.26;;;;12.63;10.39;;;;3.05
01/01/20 22:00;Brindisi - Cappuccini;0.24;14.18;;;12.49;10.54;;;;3.03
01/01/20 23:00;Brindisi - Cappuccini;0.26;;;;12.00;9.93;;;;2.82
01/02/20 00:00;Brindisi - Cappuccini;0.23;21.76;;;8.38;7.46;;;;2.92
01/02/20 01:00;Brindisi - Cappuccini;0.21;;;;6.53;5.80;;;;2.92
01/02/20 02:00;Brindisi - Cappuccini;0.19;14.18;;;;;;;;2.92
01/02/20 03:00;Brindisi - Cappuccini;0.22;;;;5.26;4.67;;;;3.07
01/02/20 04:00;Brindisi - Cappuccini;0.19;16.87;;;;;;;;
01/02/20 05:00;Brindisi - Cappuccini;0.20;;;;5.12;4.67;;;;2.88
01/02/20 06:00;Brindisi - Cappuccini;0.20;21.51;;;7.44;6.59;;;;2.80
01/02/20 07:00;Brindisi - Cappuccini;0.20;;;;8.72;6.65;;;;2.92
01/02/20 08:00;Brindisi - Cappuccini;0.24;11.73;;;16.36;11.42;;;;2.90
01/02/20 09:00;Brindisi - Cappuccini;0.25;;;;16.99;12.21;;;;3.00
01/02/20 10:00;Brindisi - Cappuccini;0.26;12.22;;;17.49;10.63;;;;3.09
01/02/20 11:00;Brindisi - Cappuccini;0.25;;;;12.74;8.02;;;;3.08
01/02/20 12:00;Brindisi - Cappuccini;0.24;19.80;;;14.16;8.99;;;;3.00
01/02/20 13:00;Brindisi - Cappuccini;0.24;;;;9.82;6.27;;;;3.04
01/02/20 14:00;Brindisi - Cappuccini;0.23;15.64;;;8.66;5.95;;;;2.92
01/02/20 15:00;Brindisi - Cappuccini;0.23;;;;8.27;6.41;;;;3.11
01/02/20 16:00;Brindisi - Cappuccini;0.23;18.09;;;10.68;8.68;;;;2.91
01/02/20 17:00;Brindisi - Cappuccini;0.29;;;;18.31;13.82;;;;2.91
01/02/20 18:00;Brindisi - Cappuccini;0.31;12.96;;;34.60;24.22;;;;2.91
01/02/20 19:00;Brindisi - Cappuccini;0.24;;;;23.23;16.58;;;;2.83
01/02/20 20:00;Brindisi - Cappuccini;0.22;19.07;;;20.12;14.98;;;;2.99
01/02/20 21:00;Brindisi - Cappuccini;0.24;;;;19.59;15.15;;;;2.98
01/02/20 22:00;Brindisi - Cappuccini;0.22;11.00;;;10.72;8.79;;;;2.83
01/02/20 23:00;Brindisi - Cappuccini;0.21;;;;10.27;8.54;;;;3.04
01/03/20 00:00;Brindisi - Cappuccini;0.29;7.82;;;26.21;21.66;;;;3.02
01/03/20 01:00;Brindisi - Cappuccini;0.29;;;;20.75;16.96;;;;2.94
01/03/20 02:00;Brindisi - Cappuccini;0.28;9.53;;;15.48;12.97;;;;3.06
01/03/20 03:00;Brindisi - Cappuccini;0.29;;;;9.65;8.93;;;;2.85
01/03/20 04:00;Brindisi - Cappuccini;0.27;20.29;;;7.35;7.17;;;;2.97
01/03/20 05:00;Brindisi - Cappuccini;0.26;;;;8.63;7.84;;;;3.06
01/03/20 06:00;Brindisi - Cappuccini;0.30;13.93;;;15.64;12.51;;;;2.88
01/03/20 07:00;Brindisi - Cappuccini;0.32;;;;28.80;18.40;;;;3.01
01/03/20 08:00;Brindisi - Cappuccini;0.39;10.76;;;39.89;24.75;;;;3.09
01/03/20 09:00;Brindisi - Cappuccini;0.38;;;;40.94;24.87;;;;3.14
01/03/20 10:00;Brindisi - Cappuccini;0.40;20.29;;;39.30;23.33;;;;2.96
01/03/20 11:00;Brindisi - Cappuccini;0.38;;;;28.56;17.81;;;;2.94
01/03/20 12:00;Brindisi - Cappuccini;0.42;18.09;;;27.25;16.33;;;;2.94
01/03/20 13:00;Brindisi - Cappuccini;0.40;;;;29.05;18.51;;;;3.06
01/03/20 14:00;Brindisi - Cappuccini;0.37;11.00;;;22.61;14.33;;;;3.10
01/03/20 15:00;Brindisi - Cappuccini;0.33;;;;21.41;14.82;;;;3.11
01/03/20 16:00;Brindisi - Cappuccini;0.36;27.38;;;20.68;15.01;;;;2.94
01/03/20 17:00;Brindisi - Cappuccini;0.36;;;;24.54;18.79;;;;2.99
01/03/20 18:00;Brindisi - Cappuccini;0.45;29.09;;;42.86;29.59;;;;3.03
01/03/20 19:00;Brindisi - Cappuccini;0.46;;;;57.88;36.52;;;;3.12
01/03/20 20:00;Brindisi - Cappuccini;0.42;19.80;;;41.05;29.92;;;;2.96
01/03/20 21:00;Brindisi - Cappuccini;0.38;;;;34.90;25.67;;;;2.93
01/03/20 22:00;Brindisi - Cappuccini;0.39;30.80;;;28.20;22.53;;;;2.86
01/03/20 23:00;Brindisi - Cappuccini;0.49;;;;49.58;34.29;;;;3.18
01/04/20 00:00;Brindisi - Cappuccini;0.47;26.16;;;27.79;19.68;;;;2.94
01/04/20 01:00;Brindisi - Cappuccini;0.42;;;;22.16;16.58;;;;3.00
01/04/20 02:00;Brindisi - Cappuccini;0.48;36.42;;;;;;;;2.98
01/04/20 03:00;Brindisi - Cappuccini;0.44;;;;17.28;14.39;;;;3.26
01/04/20 04:00;Brindisi - Cappuccini;0.43;36.42;;;17.26;15.41;;;;
01/04/20 05:00;Brindisi - Cappuccini;0.37;;;;14.22;12.75;;;;3.05
01/04/20 06:00;Brindisi - Cappuccini;0.39;29.33;;;20.24;16.67;;;;2.94
01/04/20 07:00;Brindisi - Cappuccini;0.47;;;;36.42;25.23;;;;3.15
01/04/20 08:00;Brindisi - Cappuccini;0.49;31.53;;;52.18;30.80;;;;3.12
01/04/20 09:00;Brindisi - Cappuccini;0.59;;;;64.71;31.97;;;;3.27
01/04/20 10:00;Brindisi - Cappuccini;0.61;30.80;;;68.97;33.98;;;;3.35
01/04/20 11:00;Brindisi - Cappuccini;0.44;;;;33.35;20.29;;;;3.08
01/04/20 12:00;Brindisi - Cappuccini;0.44;29.82;;;31.64;19.83;;;;3.08
01/04/20 13:00;Brindisi - Cappuccini;0.37;;;;29.82;18.11;;;;2.96
01/04/20 14:00;Brindisi - Cappuccini;0.33;23.22;;;24.13;17.06;;;;2.96
01/04/20 15:00;Brindisi - Cappuccini;0.34;;;;21.28;16.21;;;;3.04
01/04/20 16:00;Brindisi - Cappuccini;0.36;15.89;;;21.72;17.32;;;;2.94
01/04/20 17:00;Brindisi - Cappuccini;0.48;;;;50.70;34.28;;;;3.08
01/04/20 18:00;Brindisi - Cappuccini;0.65;16.62;;;87.00;48.17;;;;3.15
01/04/20 19:00;Brindisi - Cappuccini;0.63;;;;93.77;53.86;;;;3.32
01/04/20 20:00;Brindisi - Cappuccini;0.51;20.78;;;79.90;41.82;;;;3.38
01/04/20 21:00;Brindisi - Cappuccini;0.59;;;;107.02;53.18;;;;3.38
01/04/20 22:00;Brindisi - Cappuccini;0.59;29.33;;;69.25;42.46;;;;3.25
01/04/20 23:00;Brindisi - Cappuccini;0.34;;;;25.22;19.24;;;;3.01
01/05/20 00:00;Brindisi - Cappuccini;0.31;30.80;;;16.84;12.68;;;;2.91
01/05/20 01:00;Brindisi - Cappuccini;0.32;;;;15.42;11.68;;;;2.84
01/05/20 02:00;Brindisi - Cappuccini;0.30;24.44;;;12.09;9.88;;;;3.02
01/05/20 03:00;Brindisi - Cappuccini;0.30;;;;11.47;9.59;;;;3.02
01/05/20 04:00;Brindisi - Cappuccini;0.30;16.62;;;10.34;9.30;;;;3.14
01/05/20 05:00;Brindisi - Cappuccini;0.30;;;;8.92;8.39;;;;3.03
01/05/20 06:00;Brindisi - Cappuccini;0.31;20.78;;;5.65;5.09;;;;2.96
01/05/20 07:00;Brindisi - Cappuccini;0.29;;;;6.08;5.73;;;;2.92
01/05/20 08:00;Brindisi - Cappuccini;0.30;15.89;;;6.94;6.36;;;;2.99
01/05/20 09:00;Brindisi - Cappuccini;0.25;;;;7.34;5.47;;;;3.21
01/05/20 10:00;Brindisi - Cappuccini;0.26;12.22;;;6.45;5.13;;;;3.04
01/05/20 11:00;Brindisi - Cappuccini;0.30;;;;6.77;5.47;;;;3.18
01/05/20 12:00;Brindisi - Cappuccini;0.28;9.78;;;6.96;5.25;;;;3.23
01/05/20 13:00;Brindisi - Cappuccini;0.28;;;;7.06;5.41;;;;3.14
01/05/20 14:00;Brindisi - Cappuccini;0.27;7.09;;;5.17;4.08;;;;3.21
01/05/20 15:00;Brindisi - Cappuccini;0.23;;;;3.97;3.56;;;;3.12
01/05/20 16:00;Brindisi - Cappuccini;0.27;13.93;;;4.28;3.64;;;;3.28
01/05/20 17:00;Brindisi - Cappuccini;0.32;;;;5.01;4.12;;;;3.25
01/05/20 18:00;Brindisi - Cappuccini;0.32;15.64;;;5.38;4.70;;;;3.34
01/05/20 19:00;Brindisi - Cappuccini;0.32;;;;4.75;4.10;;;;3.23
01/05/20 20:00;Brindisi - Cappuccini;0.38;19.31;;;4.96;4.32;;;;3.31
01/05/20 21:00;Brindisi - Cappuccini;0.36;;;;4.55;4.43;;;;3.20
01/05/20 22:00;Brindisi - Cappuccini;0.37;15.89;;;;;;;;3.16
01/05/20 23:00;Brindisi - Cappuccini;0.37;;;;;;;;;3.30
01/06/20 00:00;Brindisi - Cappuccini;0.35;13.93;;;;;;;;3.34
01/06/20 01:00;Brindisi - Cappuccini;0.38;;;;;;;;;3.25
01/06/20 02:00;Brindisi - Cappuccini;0.40;9.04;;;;;;;;3.21
01/06/20 03:00;Brindisi - Cappuccini;0.39;;;;;;;;;3.22
01/06/20 04:00;Brindisi - Cappuccini;0.44;11.00;;;;;;;;
01/06/20 05:00;Brindisi - Cappuccini;0.42;;;;;;;;;3.19
01/06/20 06:00;Brindisi - Cappuccini;0.46;6.60;;;;;;;;3.17
01/06/20 07:00;Brindisi - Cappuccini;0.40;;;;;;;;;3.02
01/06/20 08:00;Brindisi - Cappuccini;0.42;13.20;;;4.80;4.37;;;;3.23
01/06/20 09:00;Brindisi - Cappuccini;0.42;;;;5.89;4.49;;;;3.08
01/06/20 10:00;Brindisi - Cappuccini;0.45;8.31;;;6.49;5.03;;;;3.04
01/06/20 11:00;Brindisi - Cappuccini;0.45;;;;8.07;5.25;;;;3.21
01/06/20 12:00;Brindisi - Cappuccini;0.50;5.87;;;7.45;4.71;;;;3.16
01/06/20 13:00;Brindisi - Cappuccini;0.45;;;;9.34;6.07;;;;3.03
01/06/20 14:00;Brindisi - Cappuccini;0.47;9.78;;;5.80;4.37;;;;3.05
01/06/20 15:00;Brindisi - Cappuccini;0.42;;;;4.20;3.77;;;;3.24
01/06/20 16:00;Brindisi - Cappuccini;0.39;8.07;;;4.83;4.31;;;;3.12
01/06/20 17:00;Brindisi - Cappuccini;0.48;;;;5.81;4.29;;;;3.41
01/06/20 18:00;Brindisi - Cappuccini;0.48;5.62;;;9.30;6.19;;;;3.21
01/06/20 19:00;Brindisi - Cappuccini;0.49;;;;7.31;5.62;;;;3.02
01/06/20 20:00;Brindisi - Cappuccini;0.49;13.93;;;7.12;5.55;;;;3.05
01/06/20 21:00;Brindisi - Cappuccini;0.42;;;;9.49;7.65;;;;3.01
01/06/20 22:00;Brindisi - Cappuccini;0.43;9.29;;;5.94;5.20;;;;3.20
01/06/20 23:00;Brindisi - Cappuccini;0.42;;;;6.91;6.33;;;;2.98
01/07/20 00:00;Brindisi - Cappuccini;0.41;6.60;;;6.45;5.73;;;;2.95
01/07/20 01:00;Brindisi - Cappuccini;0.37;;;;4.16;4.12;;;;2.92
01/07/20 02:00;Brindisi - Cappuccini;0.37;8.80;;;3.95;3.74;;;;3.11
01/07/20 03:00;Brindisi - Cappuccini;0.37;;;;;;;;;3.15
01/07/20 04:00;Brindisi - Cappuccini;0.43;10.27;;;;;;;;3.16
01/07/20 05:00;Brindisi - Cappuccini;0.39;;;;;;;;;3.03
01/07/20 06:00;Brindisi - Cappuccini;0.34;7.82;;;5.66;4.96;;;;3.07
01/07/20 07:00;Brindisi - Cappuccini;0.42;;;;12.88;9.94;;;;3.04
01/07/20 08:00;Brindisi - Cappuccini;0.44;5.87;;;23.18;15.50;;;;3.00
01/07/20 09:00;Brindisi - Cappuccini;0.44;;;;29.64;18.29;;;;3.17
01/07/20 10:00;Brindisi - Cappuccini;0.44;15.40;;;18.63;11.76;;;;3.05
01/07/20 11:00;Brindisi - Cappuccini;0.45;;;;20.22;9.71;;;;3.15
01/07/20 12:00;Brindisi - Cappuccini;0.40;11.49;;;15.28;8.90;;;;3.09
01/07/20 13:00;Brindisi - Cappuccini;0.35;;;;12.78;7.68;;;;3.00
01/07/20 14:00;Brindisi - Cappuccini;0.33;7.58;;;10.59;7.14;;;;3.15
01/07/20 15:00;Brindisi - Cappuccini;0.38;;;;10.01;6.73;;;;3.02
01/07/20 16:00;Brindisi - Cappuccini;0.30;5.62;;;9.56;7.43;;;;3.12
01/07/20 17:00;Brindisi - Cappuccini;0.34;;;;16.66;13.14;;;;3.17
01/07/20 18:00;Brindisi - Cappuccini;0.35;9.78;;;23.03;17.76;;;;3.00
01/07/20 19:00;Brindisi - Cappuccini;0.39;;;;27.73;21.92;;;;3.07
01/07/20 20:00;Brindisi - Cappuccini;0.39;12.22;;;29.51;23.78;;;;3.07
01/07/20 21:00;Brindisi - Cappuccini;0.41;;;;25.05;19.12;;;;3.01
01/07/20 22:00;Brindisi - Cappuccini;0.35;13.20;;;12.58;10.60;;;;3.03
01/07/20 23:00;Brindisi - Cappuccini;0.36;;;;7.43;6.36;;;;3.00
01/08/20 00:00;Brindisi - Cappuccini;0.39;11.24;;;4.68;4.57;;;;2.97
01/08/20 01:00;Brindisi - Cappuccini;0.34;;;;4.26;3.99;;;;3.14
01/08/20 02:00;Brindisi - Cappuccini;0.38;6.84;;;;;;;;3.10
01/08/20 03:00;Brindisi - Cappuccini;0.34;;;;5.09;4.91;;;;3.03
01/08/20 04:00;Brindisi - Cappuccini;0.32;5.38;;;8.49;7.93;;;;
01/08/20 05:00;Brindisi - Cappuccini;0.32;;;;;;;;;3.09
01/08/20 06:00;Brindisi - Cappuccini;0.32;13.93;;;6.78;6.05;;;;3.11
01/08/20 07:00;Brindisi - Cappuccini;0.34;;;;12.88;10.94;;;;2.98
01/08/20 08:00;Brindisi - Cappuccini;0.38;8.31;;;32.53;21.76;;;;3.14
01/08/20 09:00;Brindisi - Cappuccini;0.41;;;;32.21;21.07;;;;3.21
01/08/20 10:00;Brindisi - Cappuccini;0.40;12.22;;;25.76;18.90;;;;3.19
01/08/20 11:00;Brindisi - Cappuccini;0.33;;;;19.34;12.39;;;;3.20
01/08/20 12:00;Brindisi - Cappuccini;0.37;12.96;;;16.52;10.54;;;;3.30
01/08/20 13:00;Brindisi - Cappuccini;0.30;;;;16.00;10.72;;;;3.15
01/08/20 14:00;Brindisi - Cappuccini;0.31;8.80;;;12.84;8.18;;;;3.15
01/08/20 15:00;Brindisi - Cappuccini;0.30;;;;10.74;8.21;;;;3.13
01/08/20 16:00;Brindisi - Cappuccini;0.33;6.36;;;15.29;11.79;;;;3.22
01/08/20 17:00;Brindisi - Cappuccini;0.34;;;;18.69;14.51;;;;3.13
01/08/20 18:00;Brindisi - Cappuccini;0.38;7.33;;;40.45;30.10;;;;3.21
01/08/20 19:00;Brindisi - Cappuccini;0.42;;;;49.50;37.94;;;;3.27
01/08/20 20:00;Brindisi - Cappuccini;0.38;6.84;;;22.81;19.00;;;;3.14
01/08/20 21:00;Brindisi - Cappuccini;0.36;;;;16.28;14.06;;;;2.99
01/08/20 22:00;Brindisi - Cappuccini;0.50;15.64;;;37.03;27.69;;;;2.98
01/08/20 23:00;Brindisi - Cappuccini;0.70;;;;58.05;39.93;;;;3.32
01/09/20 00:00;Brindisi - Cappuccini;0.69;9.29;;;44.17;31.61;;;;3.07
01/09/20 01:00;Brindisi - Cappuccini;0.57;;;;26.38;21.33;;;;3.15
01/09/20 02:00;Brindisi - Cappuccini;0.62;30.55;;;17.80;15.63;;;;3.20
01/09/20 03:00;Brindisi - Cappuccini;0.52;;;;13.11;11.28;;;;3.15
01/09/20 04:00;Brindisi - Cappuccini;0.48;36.42;;;18.42;15.90;;;;3.10
01/09/20 05:00;Brindisi - Cappuccini;0.46;;;;14.93;13.25;;;;3.12
01/09/20 06:00;Brindisi - Cappuccini;0.51;28.35;;;24.56;19.31;;;;3.12
01/09/20 07:00;Brindisi - Cappuccini;0.59;;;;80.46;45.72;;;;3.47
01/09/20 08:00;Brindisi - Cappuccini;1.01;17.60;;;167.44;59.33;;;;4.17
01/09/20 09:00;Brindisi - Cappuccini;0.69;;;;100.27;45.47;;;;3.70
01/09/20 10:00;Brindisi - Cappuccini;0.62;25.67;;;47.17;29.01;;;;3.41
01/09/20 11:00;Brindisi - Cappuccini;0.56;;;;32.42;20.37;;;;3.34
01/09/20 12:00;Brindisi - Cappuccini;0.55;19.31;;;30.37;19.48;;;;3.41
01/09/20 13:00;Brindisi - Cappuccini;0.49;;;;26.43;17.35;;;;3.36
01/09/20 14:00;Brindisi - Cappuccini;0.48;10.27;;;33.91;23.32;;;;3.34
01/09/20 15:00;Brindisi - Cappuccini;0.49;;;;21.69;14.99;;;;3.08
01/09/20 16:00;Brindisi - Cappuccini;0.51;20.04;;;27.30;19.56;;;;3.13
01/09/20 17:00;Brindisi - Cappuccini;0.60;;;;54.66;36.61;;;;3.21
01/09/20 18:00;Brindisi - Cappuccini;0.64;17.84;;;74.65;46.89;;;;3.34
01/09/20 19:00;Brindisi - Cappuccini;0.68;;;;93.90;52.27;;;;3.39
01/09/20 20:00;Brindisi - Cappuccini;0.81;33.73;;;132.15;66.01;;;;3.64
01/09/20 21:00;Brindisi - Cappuccini;0.76;;;;102.19;58.51;;;;3.57
01/09/20 22:00;Brindisi - Cappuccini;1.17;37.64;;;86.08;48.73;;;;3.60
01/09/20 23:00;Brindisi - Cappuccini;0.94;;;;67.28;42.81;;;;3.21
01/10/20 00:00;Brindisi - Cappuccini;0.71;43.51;;;41.77;31.23;;;;3.30
01/10/20 01:00;Brindisi - Cappuccini;0.70;;;;36.27;28.99;;;;3.40
01/10/20 02:00;Brindisi - Cappuccini;0.66;60.87;;;;;;;;3.18
01/10/20 03:00;Brindisi - Cappuccini;0.64;;;;28.79;23.18;;;;3.14
01/10/20 04:00;Brindisi - Cappuccini;0.70;48.15;;;27.71;23.64;;;;
01/10/20 05:00;Brindisi - Cappuccini;0.76;;;;36.77;29.29;;;;3.23
01/10/20 06:00;Brindisi - Cappuccini;0.84;47.67;;;62.27;39.08;;;;3.31
01/10/20 07:00;Brindisi - Cappuccini;0.91;;;;119.30;52.52;;;;3.65
01/10/20 08:00;Brindisi - Cappuccini;1.04;40.09;;;163.67;54.39;;;;4.32
01/10/20 09:00;Brindisi - Cappuccini;1.06;;;;188.36;56.49;;;;4.48
01/10/20 10:00;Brindisi - Cappuccini;1.12;46.69;;;165.55;59.69;;;;4.11
01/10/20 11:00;Brindisi - Cappuccini;0.95;;;;109.56;52.32;;;;3.72
01/10/20 12:00;Brindisi - Cappuccini;0.49;41.31;;;25.96;16.86;;;;3.18
01/10/20 13:00;Brindisi - Cappuccini;0.48;;;;23.77;15.64;;;;3.17
01/10/20 14:00;Brindisi - Cappuccini;0.51;31.29;;;18.12;12.86;;;;3.03
01/10/20 15:00;Brindisi - Cappuccini;0.46;;;;15.18;11.38;;;;3.07
01/10/20 16:00;Brindisi - Cappuccini;0.48;22.24;;;16.27;13.07;;;;3.09
01/10/20 17:00;Brindisi - Cappuccini;0.68;;;;93.07;60.28;;;;3.41
01/10/20 18:00;Brindisi - Cappuccini;1.16;22.98;;;233.70;96.25;;;;4.40
01/10/20 19:00;Brindisi - Cappuccini;0.95;;;;146.94;77.54;;;;3.75
01/10/20 20:00;Brindisi - Cappuccini;0.84;34.22;;;124.60;67.94;;;;3.74
01/10/20 21:00;Brindisi - Cappuccini;0.81;;;;104.21;61.55;;;;3.47
01/10/20 22:00;Brindisi - Cappuccini;0.88;41.55;;;74.87;49.32;;;;3.27
01/10/20 23:00;Brindisi - Cappuccini;0.82;;;;53.16;38.76;;;;3.23
01/11/20 00:00;Brindisi - Cappuccini;0.61;48.15;;;38.85;28.17;;;;3.19
01/11/20 01:00;Brindisi - Cappuccini;0.71;;;;34.41;27.68;;;;3.31
01/11/20 02:00;Brindisi - Cappuccini;0.68;49.62;;;28.41;21.68;;;;3.19
01/11/20 03:00;Brindisi - Cappuccini;0.62;;;;21.55;18.63;;;;3.17
01/11/20 04:00;Brindisi - Cappuccini;0.52;53.29;;;14.00;12.58;;;;3.00
01/11/20 05:00;Brindisi - Cappuccini;0.47;;;;12.42;11.33;;;;3.11
01/11/20 06:00;Brindisi - Cappuccini;0.46;38.13;;;15.83;13.24;;;;3.14
01/11/20 07:00;Brindisi - Cappuccini;0.47;;;;21.64;16.97;;;;3.05
01/11/20 08:00;Brindisi - Cappuccini;0.49;41.07;;;32.50;23.01;;;;3.10
01/11/20 09:00;Brindisi - Cappuccini;0.52;;;;44.25;29.66;;;;3.10
01/11/20 10:00;Brindisi - Cappuccini;0.55;22.73;;;52.20;31.26;;;;3.27
01/11/20 11:00;Brindisi - Cappuccini;0.50;;;;33.16;22.15;;;;3.19
01/11/20 12:00;Brindisi - Cappuccini;0.48;20.53;;;31.00;21.72;;;;3.06
01/11/20 13:00;Brindisi - Cappuccini;0.49;;;;30.26;21.57;;;;3.17
01/11/20 14:00;Brindisi - Cappuccini;0.48;21.02;;;23.72;16.67;;;;3.07
01/11/20 15:00;Brindisi - Cappuccini;0.47;;;;21.70;16.59;;;;3.15
01/11/20 16:00;Brindisi - Cappuccini;0.45;13.93;;;18.96;15.00;;;;3.20
01/11/20 17:00;Brindisi - Cappuccini;0.44;;;;21.78;16.95;;;;3.09
01/11/20 18:00;Brindisi - Cappuccini;0.63;14.42;;;55.01;36.75;;;;3.21
01/11/20 19:00;Brindisi - Cappuccini;0.56;;;;62.18;43.05;;;;3.27
01/11/20 20:00;Brindisi - Cappuccini;0.76;22.73;;;162.83;76.17;;;;3.95
01/11/20 21:00;Brindisi - Cappuccini;0.81;;;;135.11;64.41;;;;3.85
01/11/20 22:00;Brindisi - Cappuccini;0.76;23.71;;;123.86;60.71;;;;3.71
01/11/20 23:00;Brindisi - Cappuccini;0.46;;;;13.55;11.80;;;;3.26
01/12/20 00:00;Brindisi - Cappuccini;0.49;32.75;;;18.95;15.76;;;;3.15
01/12/20 01:00;Brindisi - Cappuccini;0.53;;;;18.90;16.50;;;;3.16
01/12/20 02:00;Brindisi - Cappuccini;0.61;23.22;;;;;;;;3.09
01/12/20 03:00;Brindisi - Cappuccini;0.64;;;;27.75;22.61;;;;3.19
01/12/20 04:00;Brindisi - Cappuccini;0.55;25.67;;;32.17;26.08;;;;
01/12/20 05:00;Brindisi - Cappuccini;0.52;;;;29.92;26.48;;;;3.13
01/12/20 06:00;Brindisi - Cappuccini;0.42;30.55;;;13.80;12.15;;;;3.03
01/12/20 07:00;Brindisi - Cappuccini;0.42;;;;11.83;10.50;;;;2.92
01/12/20 08:00;Brindisi - Cappuccini;0.54;22.24;;;16.81;14.33;;;;3.29
01/12/20 09:00;Brindisi - Cappuccini;0.63;;;;30.87;24.93;;;;3.06
01/12/20 10:00;Brindisi - Cappuccini;0.62;21.51;;;28.71;18.49;;;;3.13
01/12/20 11:00;Brindisi - Cappuccini;0.46;;;;19.25;13.96;;;;3.29
01/12/20 12:00;Brindisi - Cappuccini;0.49;26.64;;;14.66;9.82;;;;3.16
01/12/20 13:00;Brindisi - Cappuccini;0.49;;;;21.58;14.27;;;;3.11
01/12/20 14:00;Brindisi - Cappuccini;0.53;18.09;;;23.69;16.72;;;;3.11
01/12/20 15:00;Brindisi - Cappuccini;0.56;;;;27.24;23.76;;;;3.23
01/12/20 16:00;Brindisi - Cappuccini;0.61;24.69;;;36.27;29.84;;;;3.18
01/12/20 17:00;Brindisi - Cappuccini;0.62;;;;59.94;40.62;;;;3.21
01/12/20 18:00;Brindisi - Cappuccini;0.66;25.42;;;66.82;48.87;;;;3.39
01/12/20 19:00;Brindisi - Cappuccini;0.78;;;;135.67;73.21;;;;3.65
01/12/20 20:00;Brindisi - Cappuccini;0.78;27.13;;;103.95;56.57;;;;3.45
01/12/20 21:00;Brindisi - Cappuccini;0.65;;;;77.25;46.46;;;;3.26
01/12/20 22:00;Brindisi - Cappuccini;0.56;30.80;;;39.48;29.71;;;;3.18
01/12/20 23:00;Brindisi - Cappuccini;0.64;;;;56.97;41.69;;;;3.39
13/01/2020 00:00;Brindisi - Cappuccini;0.56;24.93;;;55.95;38.92;;;;3.13
13/01/2020 01:00;Brindisi - Cappuccini;0.64;;;;59.29;40.11;;;;3.14
13/01/2020 02:00;Brindisi - Cappuccini;0.52;23.22;;;26.28;23.41;;;;3.07
13/01/2020 03:00;Brindisi - Cappuccini;0.44;;;;10.14;9.26;;;;3.00
13/01/2020 04:00;Brindisi - Cappuccini;0.42;25.42;;;25.79;21.92;;;;3.02
13/01/2020 05:00;Brindisi - Cappuccini;0.39;;;;24.79;21.98;;;;3.04
13/01/2020 06:00;Brindisi - Cappuccini;0.44;14.18;;;27.17;22.51;;;;3.19
13/01/2020 07:00;Brindisi - Cappuccini;0.50;;;;48.84;34.23;;;;3.21
13/01/2020 08:00;Brindisi - Cappuccini;0.55;8.80;;;62.36;42.13;;;;3.23
13/01/2020 09:00;Brindisi - Cappuccini;0.54;;;;55.78;35.85;;;;3.09
13/01/2020 10:00;Brindisi - Cappuccini;0.55;15.40;;;47.03;31.15;;;;3.34
13/01/2020 11:00;Brindisi - Cappuccini;0.55;;;;37.99;25.42;;;;3.13
13/01/2020 12:00;Brindisi - Cappuccini;0.52;19.31;;;35.47;22.07;;;;3.30
13/01/2020 13:00;Brindisi - Cappuccini;0.54;;;;29.82;20.11;;;;3.20
13/01/2020 14:00;Brindisi - Cappuccini;0.55;11.73;;;47.73;31.08;;;;3.15
